,H_TDH_I_L3_N
2022-06-28T02:25:00Z,0.37490276216417884
2022-06-28T02:26:00Z,0.3513608419882118
2022-06-28T02:27:00Z,0.3692148059998486
2022-06-28T02:28:00Z,0.3525630552310906
2022-06-28T02:29:00Z,0.3592227801120278
2022-06-28T02:30:00Z,0.3488771620939481
2022-06-28T02:31:00Z,0.3416577862206365
2022-06-28T02:32:00Z,0.3502781184996962
2022-06-28T02:33:00Z,0.32711661468455894
2022-06-28T02:34:00Z,0.324830458669957
2022-06-28T02:35:00Z,0.3366319008381352
2022-06-28T02:36:00Z,0.32889798745113713
2022-06-28T02:37:00Z,0.31898277640540673
2022-06-28T02:38:00Z,0.3072569297961114
2022-06-28T02:39:00Z,0.31678075093214214
2022-06-28T02:40:00Z,0.31254861891791047
2022-06-28T02:41:00Z,0.3055682225533254
2022-06-28T02:42:00Z,0.3255240448228347
2022-06-28T02:43:00Z,0.30963453205129743
2022-06-28T02:44:00Z,0.29684668976801915
2022-06-28T02:45:00Z,0.3125864166973519
2022-06-28T02:46:00Z,0.3344457260465717
2022-06-28T02:47:00Z,0.32035568929737585
2022-06-28T02:48:00Z,0.30323939162645064
2022-06-28T02:49:00Z,0.3171294659295692
2022-06-28T02:50:00Z,0.32202366872562943
2022-06-28T02:51:00Z,0.32683883798392593
2022-06-28T02:52:00Z,0.3169956754297859
2022-06-28T02:53:00Z,0.3066277796608929
2022-06-28T02:54:00Z,0.32513771803831965
2022-06-28T02:55:00Z,0.3099734927830626
2022-06-28T02:56:00Z,0.32942227923048584
2022-06-28T02:57:00Z,0.32379162937692174
2022-06-28T02:58:00Z,0.293388802590733
2022-06-28T02:59:00Z,0.3387717428678029
2022-06-28T03:00:00Z,0.3307159387139487
2022-06-28T03:01:00Z,0.32673254047410594
2022-06-28T03:02:00Z,0.33857574825860526
2022-06-28T03:03:00Z,0.2828334678609138
2022-06-28T03:04:00Z,0.28906034720308615
2022-06-28T03:05:00Z,0.3601665053148555
2022-06-28T03:06:00Z,0.34007881446655136
2022-06-28T03:07:00Z,0.3297124686339393
2022-06-28T03:08:00Z,0.3299465710098346
2022-06-28T03:09:00Z,0.28659617584014707
2022-06-28T03:10:00Z,0.3741907007708307
2022-06-28T03:11:00Z,0.3247902223241001
2022-06-28T03:12:00Z,0.29328394423486315
2022-06-28T03:13:00Z,0.34979334348922936
2022-06-28T03:14:00Z,0.3138920830205387
2022-06-28T03:15:00Z,0.319382701297561
2022-06-28T03:16:00Z,0.32534255761722775
2022-06-28T03:17:00Z,0.335093165429907
2022-06-28T03:18:00Z,0.3149542646868758
2022-06-28T03:19:00Z,0.32063246658554356
2022-06-28T03:20:00Z,0.28368086969032646
2022-06-28T03:21:00Z,0.32140549213928105
2022-06-28T03:22:00Z,0.3084884058359769
2022-06-28T03:23:00Z,0.3055410263380464
2022-06-28T03:24:00Z,0.33448474310922094
2022-06-28T03:25:00Z,0.32952104117031666
2022-06-28T03:26:00Z,0.28213238001643587
2022-06-28T03:27:00Z,0.3524557583088054
2022-06-28T03:28:00Z,0.28701317069721044
2022-06-28T03:29:00Z,0.3245231993015945
2022-06-28T03:30:00Z,0.31080382464756606
2022-06-28T03:31:00Z,0.3226893973570816
2022-06-28T03:32:00Z,0.33619539744974714
2022-06-28T03:33:00Z,0.3281615403936334
2022-06-28T03:34:00Z,0.3148335556493049
2022-06-28T03:35:00Z,0.34153707718306553
2022-06-28T03:36:00Z,0.3134216256946864
2022-06-28T03:37:00Z,0.27670535045857225
2022-06-28T03:38:00Z,0.3490795631064409
2022-06-28T03:39:00Z,0.2804802512698835
2022-06-28T03:40:00Z,0.3500306040085154
2022-06-28T03:41:00Z,0.31538954879205616
2022-06-28T03:42:00Z,0.3091968093797017
2022-06-28T03:43:00Z,0.28187511125959264
2022-06-28T03:44:00Z,0.335540353045726
2022-06-28T03:45:00Z,0.3550845329047958
2022-06-28T03:46:00Z,0.3143958329777089
2022-06-28T03:47:00Z,0.33170721596188024
2022-06-28T03:48:00Z,0.3338592508236258
2022-06-28T03:49:00Z,0.32851147467426833
2022-06-28T03:50:00Z,0.2991291879329979
2022-06-28T03:51:00Z,0.33287041214210966
2022-06-28T03:52:00Z,0.3415834099449615
2022-06-28T03:53:00Z,0.3166149284158827
2022-06-28T03:54:00Z,0.30569137015731185
2022-06-28T03:55:00Z,0.3123193936748465
2022-06-28T03:56:00Z,0.28559026719372205
2022-06-28T03:57:00Z,0.3618235111942389
2022-06-28T03:58:00Z,0.3288796982030204
2022-06-28T03:59:00Z,0.3364880254196163
2022-06-28T04:00:00Z,0.3595519865781303
2022-06-28T04:01:00Z,0.3500159726100219
2022-06-28T04:02:00Z,0.2960602520989959
2022-06-28T04:03:00Z,0.3660556432084705
2022-06-28T04:04:00Z,0.32215386337324065
2022-06-28T04:05:00Z,0.32680447818336555
2022-06-28T04:06:00Z,0.33552479168546384
2022-06-28T04:07:00Z,0.3208446218636986
2022-06-28T04:08:00Z,0.3405506770679651
2022-06-28T04:09:00Z,0.33222541132519
2022-06-28T04:10:00Z,0.35218629671988416
2022-06-28T04:11:00Z,0.3106648263618784
2022-06-28T04:12:00Z,0.32797011293001066
2022-06-28T04:13:00Z,0.33475054684851846
2022-06-28T04:14:00Z,0.327462891115571
2022-06-28T04:15:00Z,0.3550625858070556
2022-06-28T04:16:00Z,0.3405287299702251
2022-06-28T04:17:00Z,0.336403894878279
2022-06-28T04:18:00Z,0.33494197431214107
2022-06-28T04:19:00Z,0.37077548850581715
2022-06-28T04:20:00Z,0.3538481797320991
2022-06-28T04:21:00Z,0.33387510150532695
2022-06-28T04:22:00Z,0.3399702982610581
2022-06-28T04:23:00Z,0.33428965779597475
2022-06-28T04:24:00Z,0.33788410469253316
2022-06-28T04:25:00Z,0.33384906257580477
2022-06-28T04:26:00Z,0.45683615516110365
2022-06-28T04:27:00Z,0.3075958905278763
2022-06-28T04:28:00Z,0.18767694847553018
2022-06-28T04:29:00Z,0.3728068143299916
2022-06-28T04:30:00Z,0.3379731123667017
2022-06-28T04:31:00Z,0.32577906100561593
2022-06-28T04:32:00Z,0.383463349566057
2022-06-28T04:33:00Z,0.3771755060634952
2022-06-28T04:34:00Z,0.40110393901633085
2022-06-28T04:35:00Z,0.38272324465892993
2022-06-28T04:36:00Z,0.38973778095333306
2022-06-28T04:37:00Z,0.40682481582727115
2022-06-28T04:38:00Z,0.38201727968162064
2022-06-28T04:39:00Z,0.35244600404314297
2022-06-28T04:40:00Z,0.38377426678404286
2022-06-28T04:41:00Z,0.3811198872406888
2022-06-28T04:42:00Z,0.35968488844777907
2022-06-28T04:43:00Z,0.37172043299185265
2022-06-28T04:44:00Z,0.36399749315372476
2022-06-28T04:45:00Z,0.3440885616231725
2022-06-28T04:46:00Z,0.32161642813422836
2022-06-28T04:47:00Z,0.33937284948924207
2022-06-28T04:48:00Z,0.32337829236948173
2022-06-28T04:49:00Z,0.29245117380394403
2022-06-28T04:50:00Z,0.2931827437286167
2022-06-28T04:51:00Z,0.2966064909760849
2022-06-28T04:52:00Z,0.29285353726251406
2022-06-28T04:53:00Z,0.2945727265854948
2022-06-28T04:54:00Z,0.320515415397596
2022-06-28T04:55:00Z,0.444284853820136
2022-06-28T04:56:00Z,0.360720059891191
2022-06-28T04:57:00Z,0.4077185504185798
2022-06-28T04:58:00Z,0.3977911465407714
2022-06-28T04:59:00Z,0.37390782706662384
2022-06-28T05:00:00Z,0.37641955047466674
2022-06-28T05:01:00Z,0.4104582797864791
2022-06-28T05:02:00Z,0.3647217473791506
2022-06-28T05:03:00Z,0.39801671393421223
2022-06-28T05:04:00Z,0.3805248770352884
2022-06-28T05:05:00Z,0.36175645061781064
2022-06-28T05:06:00Z,0.34208852384605876
2022-06-28T05:07:00Z,0.34198821196994694
2022-06-28T05:08:00Z,0.3866017845429027
2022-06-28T05:09:00Z,0.34649834055555395
2022-06-28T05:10:00Z,0.3596665991996625
2022-06-28T05:11:00Z,0.39717784708725423
2022-06-28T05:12:00Z,0.3427027119297106
2022-06-28T05:13:00Z,0.3514339989806791
2022-06-28T05:14:00Z,0.36978664982430115
2022-06-28T05:15:00Z,0.3757318747454746
2022-06-28T05:16:00Z,0.42337048895695173
2022-06-28T05:17:00Z,0.33477371322946664
2022-06-28T05:18:00Z,0.2957566505802567
2022-06-28T05:19:00Z,0.2888920861204115
2022-06-28T05:20:00Z,0.2925182343803724
2022-06-28T05:21:00Z,0.2976148381889254
2022-06-28T05:22:00Z,0.35035493334178697
2022-06-28T05:23:00Z,0.3194339111922882
2022-06-28T05:24:00Z,0.3025456194812194
2022-06-28T05:25:00Z,0.29601270005389213
2022-06-28T05:26:00Z,0.3306983521036126
2022-06-28T05:27:00Z,0.327870131706972
2022-06-28T05:28:00Z,0.31823535579903267
2022-06-28T05:29:00Z,0.2867656562060297
2022-06-28T05:30:00Z,0.31750134730794444
2022-06-28T05:31:00Z,0.29795136035427483
2022-06-28T05:32:00Z,0.2998363721935148
2022-06-28T05:33:00Z,0.3006106170304601
2022-06-28T05:34:00Z,0.33749515334924896
2022-06-28T05:35:00Z,0.3148481870477983
2022-06-28T05:36:00Z,0.3262606778726922
2022-06-28T05:37:00Z,0.3377499835396766
2022-06-28T05:38:00Z,0.30597058601189514
2022-06-28T05:39:00Z,0.28922129258651413
2022-06-28T05:40:00Z,0.2919988197338548
2022-06-28T05:41:00Z,0.29022889582993966
2022-06-28T05:42:00Z,0.3090907317406241
2022-06-28T05:43:00Z,0.3224578135005992
2022-06-28T05:44:00Z,0.29667599011892876
2022-06-28T05:45:00Z,0.2938570073425233
2022-06-28T05:46:00Z,0.29555323694272706
2022-06-28T05:47:00Z,0.28943100929825366
2022-06-28T05:48:00Z,0.2885116697595816
2022-06-28T05:49:00Z,0.2889481731479697
2022-06-28T05:50:00Z,0.29060274046093776
2022-06-28T05:51:00Z,0.3265130694967043
2022-06-28T05:52:00Z,0.29933402751190624
2022-06-28T05:53:00Z,0.2861426024868499
2022-06-28T05:54:00Z,0.2773137727792584
2022-06-28T05:55:00Z,0.2740607251808804
2022-06-28T05:56:00Z,0.3159455419348073
2022-06-28T05:57:00Z,0.33652704248226545
2022-06-28T05:58:00Z,0.30340033700987845
2022-06-28T05:59:00Z,0.3118609431887181
2022-06-28T06:00:00Z,0.3302952860072619
2022-06-28T06:01:00Z,0.30935775476312977
2022-06-28T06:02:00Z,0.31207797559970435
2022-06-28T06:03:00Z,0.3127498006471954
2022-06-28T06:04:00Z,0.3121267469280158
2022-06-28T06:05:00Z,0.316262555568832
2022-06-28T06:06:00Z,0.30982133037189413
2022-06-28T06:07:00Z,0.29410696040011997
2022-06-28T06:08:00Z,0.3026297500225566
2022-06-28T06:09:00Z,0.29621022393355373
2022-06-28T06:10:00Z,0.30068133545651177
2022-06-28T06:11:00Z,0.2928486601296829
2022-06-28T06:12:00Z,0.29084903566891085
2022-06-28T06:13:00Z,0.2885409325565685
2022-06-28T06:14:00Z,0.2919744340696989
2022-06-28T06:15:00Z,0.29069906383435284
2022-06-28T06:16:00Z,0.2931559194980452
2022-06-28T06:17:00Z,0.3082969783723545
2022-06-28T06:18:00Z,0.30646439571104933
2022-06-28T06:19:00Z,0.32888091748622805
2022-06-28T06:20:00Z,0.30843231880841887
2022-06-28T06:21:00Z,0.3077885372747069
2022-06-28T06:22:00Z,0.3148737919951617
2022-06-28T06:23:00Z,0.30759101339504513
2022-06-28T06:24:00Z,0.3101746745123476
2022-06-28T06:25:00Z,0.3068996798162296
2022-06-28T06:26:00Z,0.3045342703931213
2022-06-28T06:27:00Z,0.30672393770777157
2022-06-28T06:28:00Z,0.304828117646198
2022-06-28T06:29:00Z,0.3098064509835956
2022-06-28T06:30:00Z,0.3081969971493158
2022-06-28T06:31:00Z,0.31037097910880146
2022-06-28T06:32:00Z,0.30826405772574406
2022-06-28T06:33:00Z,0.30830063622197773
2022-06-28T06:34:00Z,0.30943578888842815
2022-06-28T06:35:00Z,0.314315360285995
2022-06-28T06:36:00Z,0.31052582807619045
2022-06-28T06:37:00Z,0.3124254713139238
2022-06-28T06:38:00Z,0.3075190756857857
2022-06-28T06:39:00Z,0.30936872831199985
2022-06-28T06:40:00Z,0.29023207836577025
2022-06-28T06:41:00Z,0.2777624689997244
2022-06-28T06:42:00Z,0.28014668736543147
2022-06-28T06:43:00Z,0.27427943152305034
2022-06-28T06:44:00Z,0.26829717345766757
2022-06-28T06:45:00Z,0.27070403850984076
2022-06-28T06:46:00Z,0.26605735020496135
2022-06-28T06:47:00Z,0.2659476147162605
2022-06-28T06:48:00Z,0.2629450574867233
2022-06-28T06:49:00Z,0.26742904381372273
2022-06-28T06:50:00Z,0.2666291940294138
2022-06-28T06:51:00Z,0.2717001928906034
2022-06-28T06:52:00Z,0.27058454875547755
2022-06-28T06:53:00Z,0.2710039821789565
2022-06-28T06:54:00Z,0.2817178237257879
2022-06-28T06:55:00Z,0.28007788781131326
2022-06-28T06:56:00Z,0.27126368950221524
2022-06-28T06:57:00Z,0.2688702365653279
2022-06-28T06:58:00Z,0.26715958222480163
2022-06-28T06:59:00Z,0.2658586070420921
2022-06-28T07:00:00Z,0.2980696308254303
2022-06-28T07:01:00Z,0.28133862664816606
2022-06-28T07:02:00Z,0.27488374134613736
2022-06-28T07:03:00Z,0.26528554393443177
2022-06-28T07:04:00Z,0.2624275440953771
2022-06-28T07:05:00Z,0.2619191029977295
2022-06-28T07:06:00Z,0.26141188118328984
2022-06-28T07:07:00Z,0.2541885374730987
2022-06-28T07:08:00Z,0.266260970500662
2022-06-28T07:09:00Z,0.27531780616810975
2022-06-28T07:10:00Z,0.2743143360881005
2022-06-28T07:11:00Z,0.27487276779726727
2022-06-28T07:12:00Z,0.2758177122833029
2022-06-28T07:13:00Z,0.2670047332574125
2022-06-28T07:14:00Z,0.26489171545831625
2022-06-28T07:15:00Z,0.2953969620339594
2022-06-28T07:16:00Z,0.30691918834755405
2022-06-28T07:17:00Z,0.31087210450720226
2022-06-28T07:18:00Z,0.31254252250187153
2022-06-28T07:19:00Z,0.3069447932949176
2022-06-28T07:20:00Z,0.276362731877184
2022-06-28T07:21:00Z,0.28951635912279877
2022-06-28T07:22:00Z,0.293049841858968
2022-06-28T07:23:00Z,0.2973600079984977
2022-06-28T07:24:00Z,0.2961541369059956
2022-06-28T07:25:00Z,0.28304806170548447
2022-06-28T07:26:00Z,0.28269279056228425
2022-06-28T07:27:00Z,0.3139119222049369
2022-06-28T07:28:00Z,0.3109184372690982
2022-06-28T07:29:00Z,0.3174643761611862
2022-06-28T07:30:00Z,0.2835601606527553
2022-06-28T07:31:00Z,0.27733937772662204
2022-06-28T07:32:00Z,0.3203069179690643
2022-06-28T07:33:00Z,0.31538832950884815
2022-06-28T07:34:00Z,0.3170197304408684
2022-06-28T07:35:00Z,0.31382886628608764
2022-06-28T07:36:00Z,0.29198662690177685
2022-06-28T07:37:00Z,0.2837601230988326
2022-06-28T07:38:00Z,0.29674061212894143
2022-06-28T07:39:00Z,0.2959785601240742
2022-06-28T07:40:00Z,0.2939469744526587
2022-06-28T07:41:00Z,0.2935073210516933
2022-06-28T07:42:00Z,0.2942215730216519
2022-06-28T07:43:00Z,0.29403014555802914
2022-06-28T07:44:00Z,0.2968832682642527
2022-06-28T07:45:00Z,0.29344488961829107
2022-06-28T07:46:00Z,0.2879459223511681
2022-06-28T07:47:00Z,0.287337500030482
2022-06-28T07:48:00Z,0.28784472184492155
2022-06-28T07:49:00Z,0.2917427702602193
2022-06-28T07:50:00Z,0.28453436793577774
2022-06-28T07:51:00Z,0.27102828517984406
2022-06-28T07:52:00Z,0.2995547177725158
2022-06-28T07:53:00Z,0.28700097786513257
2022-06-28T07:54:00Z,0.28728629013575485
2022-06-28T07:55:00Z,0.287228983824989
2022-06-28T07:56:00Z,0.270984473647632
2022-06-28T07:57:00Z,0.2653477273780289
2022-06-28T07:58:00Z,0.2639357974234106
2022-06-28T07:59:00Z,0.26678770084642633
2022-06-28T08:00:00Z,0.269099461808392
2022-06-28T08:01:00Z,0.2676546112071634
2022-06-28T08:02:00Z,0.2747837601230988
2022-06-28T08:03:00Z,0.29521528883599885
2022-06-28T08:04:00Z,0.2950592205854021
2022-06-28T08:05:00Z,0.2724378592313151
2022-06-28T08:06:00Z,0.2872033788776253
2022-06-28T08:07:00Z,0.26948597458526075
2022-06-28T08:08:00Z,0.2701273175525572
2022-06-28T08:09:00Z,0.26952422701267803
2022-06-28T08:10:00Z,0.2689251043096782
2022-06-28T08:11:00Z,0.2677826359439812
2022-06-28T08:12:00Z,0.26655969488657016
2022-06-28T08:13:00Z,0.26744367521221607
2022-06-28T08:14:00Z,0.2692177322795472
2022-06-28T08:15:00Z,0.269220170845963
2022-06-28T08:16:00Z,0.26659749266601146
2022-06-28T08:17:00Z,0.26336395359895814
2022-06-28T08:18:00Z,0.26699863684137354
2022-06-28T08:19:00Z,0.26526847396952274
2022-06-28T08:20:00Z,0.26626340906707746
