,U_L1_L2,U_L3_L1,U_L3_N,U_L2_L3,U_L2_N,U_L1_N
2022-06-27T23:58:00Z,0.5636724933251642,0.582015830434429,0.6279506021038834,0.6004638505841875,0.5518677379682586,0.5692735329869052
2022-06-27T23:59:00Z,0.5315099939588706,0.5884954422370079,0.5994503911837015,0.5801800232084666,0.534072478547909,0.5704079697746529
2022-06-28T00:00:00Z,0.41726035127920014,0.4583251643923063,0.47689940129625796,0.47390243210984906,0.42225469238972835,0.45311570049552685
2022-06-28T00:01:00Z,0.41280880490541705,0.4467763191600298,0.4761654653706593,0.46960810327413327,0.41919119139909,0.4366414313852047
2022-06-28T00:02:00Z,0.41241602140183176,0.44880678439180954,0.4828850565116838,0.477595366972956,0.4214802118022014,0.43751445447839643
2022-06-28T00:03:00Z,0.44862260333355763,0.4832787552044415,0.5376040571867264,0.5290709323167384,0.4567448945539496,0.4700426482467783
2022-06-28T00:04:00Z,0.42014076363871666,0.47160128321540284,0.5267744248623707,0.5263176755358394,0.4324262041058198,0.46271895452058587
2022-06-28T00:05:00Z,0.41345337270614024,0.45190301417960654,0.4995698665535713,0.5010027480009533,0.42456092347255847,0.44577583967502576
2022-06-28T00:06:00Z,0.40342228630724364,0.4425867619397401,0.48329279869255615,0.4870579252608742,0.4152155243831537,0.4381449711568024
2022-06-28T00:07:00Z,0.44270063666432335,0.47736192439332115,0.5188479168659264,0.515088522453361,0.45015320422016813,0.4695899696058561
2022-06-28T00:08:00Z,0.47262268253891904,0.4907391070967222,0.5489882188770991,0.5415028733444522,0.47450631602775317,0.4845930331332262
2022-06-28T00:09:00Z,0.5022425872569123,0.49729907169166765,0.5705985544641194,0.5617811263586638,0.4989454812339389,0.4943094568185131
2022-06-28T00:10:00Z,0.49454805913567057,0.4837932622314973,0.5552348290882954,0.5440963848513718,0.4905638802089918,0.47880521336728066
2022-06-28T00:11:00Z,0.5169568615829867,0.504538920572351,0.5737137047260994,0.5619502684134723,0.5102012657725687,0.5019726595253857
2022-06-28T00:12:00Z,0.5376736735533783,0.5282797448207077,0.5911650700680795,0.579334312934467,0.5293223309444528,0.5272741621334909
2022-06-28T00:13:00Z,0.5269476624943294,0.5642492985870788,0.5794547146329876,0.5744761772494051,0.5294428057025016,0.560125697788223
2022-06-28T00:14:00Z,0.5804266472112722,0.6110418751725639,0.6276009113521432,0.6132566917024498,0.5791472487415668,0.6013032870168864
2022-06-28T00:15:00Z,0.5477249026960287,0.5870713602871227,0.5956991631195336,0.5829144864277076,0.5466018533860044,0.5786370207826543
2022-06-28T00:16:00Z,0.538429026444863,0.5793996930087282,0.5829612973886249,0.5710839393726062,0.5383063057596793,0.5709091496985224
2022-06-28T00:17:00Z,0.5668101524208033,0.6054833617552688,0.6093503713356334,0.601172431565157,0.5708344904355229,0.596808834796402
2022-06-28T00:18:00Z,0.5728630469245637,0.6073208868518982,0.6092035841505208,0.6019429675925743,0.5748790001703519,0.6014811250543879
2022-06-28T00:19:00Z,0.5508084495054675,0.5871266417624987,0.5916269935828211,0.5859099890328423,0.5557182629231718,0.5799602563498318
2022-06-28T00:20:00Z,0.5419338638613311,0.5790046251129581,0.5880662294933288,0.5779060022495024,0.5423680261742199,0.5716690031314791
2022-06-28T00:21:00Z,0.5647354498122183,0.6018358744384926,0.6109813400591868,0.5976204484143821,0.5624528894105794,0.5939795932907117
2022-06-28T00:22:00Z,0.5572222063849388,0.6039030901721816,0.6021577992647948,0.5844367649209055,0.5505258883627704,0.5958873104202702
2022-06-28T00:23:00Z,0.5572121350130352,0.5905994084726451,0.6102637138208351,0.5942751944417033,0.5534000718764496,0.5816117661372218
2022-06-28T00:24:00Z,0.5594479795718428,0.5439997720223069,0.608192383541919,0.5981090810171317,0.544657046577349,0.5509751224040826
2022-06-28T00:25:00Z,0.5700531341682478,0.5699915645140265,0.6288893766437447,0.6128056462229878,0.5581502194799128,0.5683709158905543
2022-06-28T00:26:00Z,0.5283072976989942,0.5307420284501845,0.5800744827479392,0.5689508701259776,0.5173953298966403,0.5328356425789771
2022-06-28T00:27:00Z,0.5218213342041302,0.5089214179277874,0.5720990456897894,0.5660754551944045,0.5126279716134619,0.5144536563390893
2022-06-28T00:28:00Z,0.5437769249165498,0.5214257762103038,0.5872018160698502,0.5807438300577843,0.5327644668889739,0.5281310181323526
2022-06-28T00:29:00Z,0.4750095976760029,0.46625408518423583,0.5263666826814877,0.521393762385042,0.46714014510644475,0.4712390132263309
2022-06-28T00:30:00Z,0.48391269042360463,0.4996051656879281,0.5413879046253705,0.5279715089605581,0.476416701476964,0.4961686726651138
2022-06-28T00:31:00Z,0.5257088837522943,0.538404508103099,0.5778563652839033,0.5637826406737894,0.5155537871663185,0.5370875883846828
2022-06-28T00:32:00Z,0.5568294228813713,0.5661235741856281,0.603674600177694,0.5900842301950107,0.5475656514504692,0.5643614764996201
2022-06-28T00:33:00Z,0.56215717860929,0.5724722233944632,0.6100353781995231,0.5974137192362967,0.5552244039270633,0.5696157821530505
2022-06-28T00:34:00Z,0.5713221270259403,0.590562657970704,0.6180597443193818,0.6037847366337132,0.5640706933045117,0.586478061527032
2022-06-28T00:35:00Z,0.5659339430667103,0.6049872299791943,0.6062515307608898,0.5923770447156151,0.5609727709544359,0.5991530634725599
2022-06-28T00:36:00Z,0.5575444902853093,0.6063102480487537,0.6067082020034782,0.5918602217704034,0.5564979942265325,0.5959843129861717
2022-06-28T00:37:00Z,0.5632751008886849,0.6092870387052791,0.6076867832376109,0.5949141755375962,0.5621086758161269,0.6010931147907463
2022-06-28T00:38:00Z,0.581202142846525,0.6292149983781492,0.6271442401095513,0.6130969464284775,0.5800938361263235,0.6196852732567741
2022-06-28T00:39:00Z,0.5743959438659125,0.6242664498594692,0.6183804093565612,0.6029675352371342,0.5701752338902111,0.6163937624609908
2022-06-28T00:40:00Z,0.6342581299442465,0.6820622201569968,0.6811293048590095,0.6603345636214648,0.6262700898222384,0.6727133426207317
2022-06-28T00:41:00Z,0.6044770832760697,0.6428402469695982,0.6509237640988808,0.6330838992372101,0.5968226168167448,0.6358038662920968
2022-06-28T00:42:00Z,0.5883427455140158,0.6336618091119774,0.6397026992808712,0.622963566291741,0.5855496215984068,0.623258201101109
2022-06-28T00:43:00Z,0.5317114213966079,0.5546666052081974,0.5884087329252807,0.5790899966330869,0.5281864260827547,0.55173497583705
2022-06-28T00:44:00Z,0.5571114212941879,0.5573769547257115,0.6115195597379568,0.6029390263597243,0.5503709922452735,0.5581209780927594
2022-06-28T00:45:00Z,0.5788957986845382,0.580621647197983,0.6182717702534468,0.6087838240311072,0.5739496234653245,0.5787825246315244
2022-06-28T00:46:00Z,0.6166231577711123,0.5960844208860543,0.6293623575735765,0.6125707267024367,0.6084398256295529,0.5898408171452338
2022-06-28T00:47:00Z,0.6165828722835585,0.5586172841659369,0.5963515506089472,0.571788697934263,0.5973561478881457,0.5550007288893362
2022-06-28T00:48:00Z,0.6383773210457946,0.575945145827081,0.5763395643710112,0.5455622826596276,0.6245662325296983,0.5607885486552888
2022-06-28T00:49:00Z,0.6221724836805329,0.5616308253243929,0.5743497825282766,0.5461166927281376,0.6145496169310931,0.5429885778108456
2022-06-28T00:50:00Z,0.6282153068123897,0.5616032624479423,0.5723110716238473,0.5416062379334932,0.6141193499380329,0.5464160018063282
2022-06-28T00:51:00Z,0.6230889785221905,0.5801255154218907,0.616167820600058,0.5894922330032095,0.6088700926226203,0.5694379441155633
2022-06-28T00:52:00Z,0.6264628881041467,0.5760094592054621,0.6133136253338591,0.5894922330032166,0.6104534751571009,0.5699552911337555
2022-06-28T00:53:00Z,0.625526250518714,0.5784258047075106,0.6064961760694274,0.5800578650577677,0.6089561460212458,0.5704241368689722
2022-06-28T00:54:00Z,0.6578150687866149,0.595845542623497,0.6352664643528279,0.6114900969078825,0.6374742423217015,0.5939634261963853
2022-06-28T00:55:00Z,0.7053116586030228,0.6439887001549884,0.6904584459577059,0.6633133431420895,0.6847519795198629,0.6392312902875865
2022-06-28T00:56:00Z,0.6501708975248057,0.5905075322178099,0.6376639883764419,0.6146286217024866,0.6320700888887707,0.5870924111111293
2022-06-28T00:57:00Z,0.6667080901623308,0.610398741388746,0.6674128578939609,0.6499417240321606,0.6482309171483607,0.6131214329635561
2022-06-28T00:58:00Z,0.6408448071579755,0.6085612162921166,0.6537290303033991,0.6289681092371069,0.6236024344652229,0.6031625028634977
2022-06-28T00:59:00Z,0.6593334561244042,0.6285830766118714,0.6553342905368851,0.6291319954653432,0.6448579156291459,0.6192545160996836
2022-06-28T01:00:00Z,0.681361936257094,0.6486008881475023,0.6788459486460425,0.6461642181416529,0.6628083628734629,0.6367253906682393
2022-06-28T01:01:00Z,0.6619644740038169,0.629812194034546,0.6623731645381952,0.6345591938262807,0.6494356647289408,0.6169530343169889
2022-06-28T01:02:00Z,0.7060367973788395,0.6627130808895672,0.6981403086456126,0.6702011834847248,0.6936499009364816,0.6497399015944545
2022-06-28T01:03:00Z,0.715372959117559,0.6518716828195039,0.6888927159831049,0.659084791772127,0.7003276446688815,0.6394091283250809
2022-06-28T01:04:00Z,0.6887744659655048,0.6340385017567804,0.6922362018663719,0.6674385299230252,0.6742878862484822,0.625941938757947
2022-06-28T01:05:00Z,0.6672720869879711,0.6135409093039677,0.6724525512497301,0.6469159606074264,0.6466303239341542,0.6106155333442267
2022-06-28T01:06:00Z,0.6547533717331362,0.5970399339363013,0.6411542614448322,0.6110484482092531,0.6379217199944875,0.5856858739054331
2022-06-28T01:07:00Z,0.6046785107137964,0.5701661293982063,0.6034136451819201,0.5730760569068991,0.5903169798815817,0.556213260963208
2022-06-28T01:08:00Z,0.6374205407165974,0.5892763904030787,0.6425079654853789,0.6206801485519584,0.6278878937161778,0.5794130413099374
2022-06-28T01:09:00Z,0.5866306122933231,0.5331859368286871,0.5915401928744863,0.5670057364957941,0.5686315234310229,0.5283088561698648
2022-06-28T01:10:00Z,0.5731148312217158,0.5330297471954744,0.5850652470419959,0.5488041720432726,0.5514208437083532,0.5202414761050314
2022-06-28T01:11:00Z,0.5905483759571517,0.5431453228523786,0.5839235689355142,0.5554852832078296,0.5764623827048396,0.5306045835630506
2022-06-28T01:12:00Z,0.5635973847890483,0.5201027581407303,0.5576160434246802,0.5308281303304909,0.5485982922338302,0.5100723737788329
2022-06-28T01:13:00Z,0.5667396528176205,0.5274436709017429,0.5619707299165526,0.5355359175223917,0.5533828611967415,0.5161512012425113
2022-06-28T01:14:00Z,0.5793490104194206,0.5411607957480165,0.5733712012941581,0.5441903526595908,0.5618160942608448,0.5311219305812322
2022-06-28T01:15:00Z,0.5706171309938846,0.5291158187396796,0.56965259260447,0.5421888383444831,0.5521609029364285,0.5215995120277661
2022-06-28T01:16:00Z,0.5487018257690153,0.5168962768471275,0.5550880419031685,0.5243349547823719,0.5298730726955689,0.5065317801231295
2022-06-28T01:17:00Z,0.5931669326476126,0.5734920498230807,0.606854989188605,0.5758293136877946,0.5749478428892374,0.5625830961246052
2022-06-28T01:18:00Z,0.6065115003971364,0.6236105468334507,0.6465527679197756,0.6279156697850077,0.5926404216441483,0.6213343168772383
2022-06-28T01:19:00Z,0.59603744433646,0.6297042783657467,0.6445864830840833,0.6212864798161917,0.5830919948753,0.6222303575284371
2022-06-28T01:20:00Z,0.6028030891849774,0.6542170878034845,0.65185555524668,0.6245302099140524,0.5894840958399179,0.6433507189267331
2022-06-28T01:21:00Z,0.6523278781206976,0.6612193909974629,0.6902314925132913,0.6595106729910754,0.6370868561747187,0.6488649603714371
2022-06-28T01:22:00Z,0.6816137205542496,0.6659563126851005,0.677427005856547,0.6457225694430093,0.6682297269860982,0.6504027524615097
2022-06-28T01:23:00Z,0.693820223280607,0.6524229403484902,0.6804769173695924,0.6447171138950445,0.6734273522623475,0.6390372851557586
2022-06-28T01:24:00Z,0.6556597952029186,0.6159572548060162,0.6524568746990234,0.6166019456751464,0.6350303258010825,0.6025481532794004
2022-06-28T01:25:00Z,0.6539980188416585,0.6146617996129002,0.64245903642367,0.6081636364968439,0.6390404141764527,0.5974878527577694
2022-06-28T01:26:00Z,0.6624478998543744,0.6080742721415149,0.6361798068380153,0.6076374167708067,0.6523786909615232,0.5918455368406974
2022-06-28T01:27:00Z,0.6724991289970212,0.6126497096321017,0.6420839136172525,0.6129184075928613,0.6612421910187081,0.5969058373623213
2022-06-28T01:28:00Z,0.6380953226329815,0.6011284272762865,0.6481184978943766,0.6287613800590108,0.6301424927598376,0.5921850458213811
2022-06-28T01:29:00Z,0.6446920712185928,0.5859137194762596,0.6418881973704345,0.6173161010176216,0.6295573296492698,0.5786531878769843
2022-06-28T01:30:00Z,0.6249823964368524,0.5686409835680024,0.6094971585207567,0.5783570477289679,0.6106255819543343,0.5539337006643237
2022-06-28T01:31:00Z,0.6269362425828149,0.5455249178525072,0.624143257658222,0.5987480621130459,0.6060819625075453,0.5423580611324397
2022-06-28T01:32:00Z,0.6674835857975729,0.584563138530239,0.6662222507257702,0.6339202127303878,0.6452878909157889,0.5761796224462863
2022-06-28T01:33:00Z,0.6306928642964529,0.5575974577373088,0.6293949769480456,0.6013321768391435,0.6126048101224448,0.5492290762177134
2022-06-28T01:34:00Z,0.6607458380055604,0.6204959417946867,0.6502387572350017,0.6202666901957805,0.6454083656738483,0.6079964640646587
2022-06-28T01:35:00Z,0.656505790441372,0.6136787236862133,0.6490644597540403,0.6166677231408997,0.6385929365036596,0.6011901173566656
2022-06-28T01:36:00Z,0.6523463138522736,0.6048953537243626,0.6441552438961544,0.6117813971133685,0.6348926403632937,0.5920233748782024
2022-06-28T01:37:00Z,0.6219811276146814,0.5834606234722521,0.6136724384530368,0.5909863211539381,0.6100748402032039,0.5747245839576358
2022-06-28T01:38:00Z,0.6505435382846123,0.6130355899023989,0.6349891996698211,0.612533139579142,0.6368718685313972,0.6062504178782895
2022-06-28T01:39:00Z,0.602503094386325,0.5859596576036772,0.6014238633391891,0.5710181619068564,0.5876321138448475,0.572590527507618
2022-06-28T01:40:00Z,0.5569127250759571,0.544324764808465,0.5641437884141389,0.5358649641186375,0.5477021700625109,0.5275953118714654
2022-06-28T01:41:00Z,0.5698517067305211,0.550752676752392,0.5763558740582475,0.5492928046460364,0.5600606049291414,0.5358750563108146
2022-06-28T01:42:00Z,0.5952819207437585,0.5648189313670358,0.5877400357486167,0.564271273276546,0.582073064294427,0.5565042686609409
2022-06-28T01:43:00Z,0.67617517973558,0.6252459441694427,0.6532560493735602,0.6281223989631144,0.6648220124010145,0.6136549470760571
2022-06-28T01:44:00Z,0.6190906438832826,0.5709011394368453,0.5993199136858145,0.5802927845783259,0.6089217246617871,0.5641674713677993
2022-06-28T01:45:00Z,0.6138132450147928,0.5582222162701491,0.6150587618680454,0.6007589732089826,0.6027430906413578,0.5571832866223119
2022-06-28T01:46:00Z,0.630763363899657,0.5475370078333093,0.6143085162552175,0.6011254476610546,0.6140849285785919,0.5526888344018133
2022-06-28T01:47:00Z,0.6247003980240216,0.5551902998607368,0.5966940540408991,0.5764307076604283,0.6125187567238228,0.5490512381802048
2022-06-28T01:48:00Z,0.6337646327218067,0.5670790872358893,0.6110955078698268,0.5873779573182283,0.6205905655137585,0.5584604870734466
2022-06-28T01:49:00Z,0.6885428244121137,0.6292517488800797,0.6858264947828303,0.6624770296489153,0.6723258687600975,0.62429289513749
2022-06-28T01:50:00Z,0.6879989703302414,0.6159664424315068,0.6895777228469946,0.666057203142163,0.6708801716633985,0.6117310628521828
2022-06-28T01:51:00Z,0.7208417140519003,0.6330646134555735,0.6982055473945579,0.6754257936218444,0.6995703747610911,0.6332979666727603
2022-06-28T01:52:00Z,0.7101459171085018,0.6268537786289912,0.6895940325342345,0.6665740260873925,0.6911199310172513,0.6247940750613523
2022-06-28T01:53:00Z,0.6767996047925315,0.5876409930670796,0.644579295764288,0.6213379232095129,0.6540825482540704,0.5884989483168077
2022-06-28T01:54:00Z,0.6878076142644112,0.6443562051743044,0.6805258464312978,0.6491429976622669,0.6739608833337591,0.6291591905272789
2022-06-28T01:55:00Z,0.683084140849676,0.6132009671610774,0.6582468136676205,0.6285640476617509,0.6606742385878519,0.6074306157635121
2022-06-28T01:56:00Z,0.6585301361905422,0.6152038695164102,0.6406323514532986,0.6169590233464,0.6456148938305084,0.6066869294248818
2022-06-28T01:57:00Z,0.6491033321048398,0.6104630547671235,0.6300962934991716,0.6095543600585316,0.6353573287158021,0.6055713999169114
2022-06-28T01:58:00Z,0.69478707498169,0.6554089186305063,0.6976510180285587,0.6749935417040334,0.6779881823888516,0.6518092896672023
2022-06-28T01:59:00Z,0.6965193509461756,0.6758146348284839,0.7266985709949516,0.7104757860884874,0.6812754222158794,0.6775796380105419
2022-06-28T02:00:00Z,0.6949885024194238,0.687859611836835,0.7391265526684023,0.7185852079380233,0.6836332853378906,0.6821064244196577
