,C_phi_L3
2022-06-28T01:56:00Z,0.9407714808248351
2022-06-28T01:57:00Z,0.9387916039798865
2022-06-28T01:58:00Z,0.9470410908338402
2022-06-28T01:59:00Z,0.9592503313776906
2022-06-28T02:00:00Z,0.9523207624203693
2022-06-28T02:01:00Z,0.9546977332087965
2022-06-28T02:02:00Z,0.9397815424023614
2022-06-28T02:03:00Z,0.9430813371439433
2022-06-28T02:04:00Z,0.954630618739476
2022-06-28T02:05:00Z,0.9305421171259338
2022-06-28T02:06:00Z,0.9391215834540461
2022-06-28T02:07:00Z,0.9411014602989936
2022-06-28T02:08:00Z,0.9407714808248355
2022-06-28T02:09:00Z,0.9536406803170032
2022-06-28T02:10:00Z,0.9407714808248353
2022-06-28T02:11:00Z,0.947701049782155
2022-06-28T02:12:00Z,0.9437412960922598
2022-06-28T02:13:00Z,0.928232260806827
2022-06-28T02:14:00Z,0.9348318502899893
2022-06-28T02:15:00Z,0.9384616245057298
2022-06-28T02:16:00Z,0.935161829764148
2022-06-28T02:17:00Z,0.9496809266271036
2022-06-28T02:18:00Z,0.9285622402809852
2022-06-28T02:19:00Z,0.9414314397731527
2022-06-28T02:20:00Z,0.9397815424023608
2022-06-28T02:21:00Z,0.9295298072136859
2022-06-28T02:22:00Z,0.9384616245057298
2022-06-28T02:23:00Z,0.9381316450315709
2022-06-28T02:24:00Z,0.9236125481686133
2022-06-28T02:25:00Z,0.9189928355303985
2022-06-28T02:26:00Z,0.9259224044877206
2022-06-28T02:27:00Z,0.9213026918495071
2022-06-28T02:28:00Z,0.9265823634360373
2022-06-28T02:29:00Z,0.9308720966000923
2022-06-28T02:30:00Z,0.9397815424023614
2022-06-28T02:31:00Z,0.9437412960922584
2022-06-28T02:32:00Z,0.9440712755664167
2022-06-28T02:33:00Z,0.9493509471529464
2022-06-28T02:34:00Z,0.9549605982136342
2022-06-28T02:35:00Z,0.9529807213686863
2022-06-28T02:36:00Z,0.9496809266271053
2022-06-28T02:37:00Z,0.9503408855754212
2022-06-28T02:38:00Z,0.9572704545327413
2022-06-28T02:39:00Z,0.9533107008428432
2022-06-28T02:40:00Z,0.956280516110267
2022-06-28T02:41:00Z,0.9602402698001642
2022-06-28T02:42:00Z,0.954697733208796
2022-06-28T02:43:00Z,0.9595803108518475
2022-06-28T02:44:00Z,0.963540064541746
2022-06-28T02:45:00Z,0.9582603929552149
2022-06-28T02:46:00Z,0.9510008445237383
2022-06-28T02:47:00Z,0.9526507418945287
2022-06-28T02:48:00Z,0.956280516110267
2022-06-28T02:49:00Z,0.9450612139888919
2022-06-28T02:50:00Z,0.9427513576697855
2022-06-28T02:51:00Z,0.9422320457104536
2022-06-28T02:52:00Z,0.9419459840379409
2022-06-28T02:53:00Z,0.9510008445237357
2022-06-28T02:54:00Z,0.9381316450315711
2022-06-28T02:55:00Z,0.9394515629282032
2022-06-28T02:56:00Z,0.9351618297641477
2022-06-28T02:57:00Z,0.9368117271349385
2022-06-28T02:58:00Z,0.9533107008428445
2022-06-28T02:59:00Z,0.934501870815831
2022-06-28T03:00:00Z,0.9397815424023614
2022-06-28T03:01:00Z,0.9470410908338398
2022-06-28T03:02:00Z,0.947986286276767
2022-06-28T03:03:00Z,0.9628801055934291
2022-06-28T03:04:00Z,0.956940475058583
2022-06-28T03:05:00Z,0.9279022813326692
2022-06-28T03:06:00Z,0.9368117271349385
2022-06-28T03:07:00Z,0.9394515629282036
2022-06-28T03:08:00Z,0.941101460298994
2022-06-28T03:09:00Z,0.9628801055934286
2022-06-28T03:10:00Z,0.9285622402809863
2022-06-28T03:11:00Z,0.9387916039798874
2022-06-28T03:12:00Z,0.9516608034720526
2022-06-28T03:13:00Z,0.9363897861679829
2022-06-28T03:14:00Z,0.9446305628107525
2022-06-28T03:15:00Z,0.9444012550405754
2022-06-28T03:16:00Z,0.9444012550405734
2022-06-28T03:17:00Z,0.9450612139888912
2022-06-28T03:18:00Z,0.9556205571619518
2022-06-28T03:19:00Z,0.9486909882046304
2022-06-28T03:20:00Z,0.9589203519035314
2022-06-28T03:21:00Z,0.9453911934630497
2022-06-28T03:22:00Z,0.9503408855754212
2022-06-28T03:23:00Z,0.9600668907544196
2022-06-28T03:24:00Z,0.9516608034720531
2022-06-28T03:25:00Z,0.9477010497821572
2022-06-28T03:26:00Z,0.9635400645417451
2022-06-28T03:27:00Z,0.9430813371439442
2022-06-28T03:28:00Z,0.9618901671709541
2022-06-28T03:29:00Z,0.9490209676787886
2022-06-28T03:30:00Z,0.9483610087304724
2022-06-28T03:31:00Z,0.94176141924731
2022-06-28T03:32:00Z,0.9345018708158321
2022-06-28T03:33:00Z,0.9391215834540454
2022-06-28T03:34:00Z,0.9444012550405754
2022-06-28T03:35:00Z,0.9374716860832542
2022-06-28T03:36:00Z,0.9490209676787884
2022-06-28T03:37:00Z,0.9658499208608522
2022-06-28T03:38:00Z,0.932521993970882
2022-06-28T03:39:00Z,0.960240269800164
2022-06-28T03:40:00Z,0.9371417066090961
2022-06-28T03:41:00Z,0.9467111113596831
2022-06-28T03:42:00Z,0.9536406803170014
2022-06-28T03:43:00Z,0.9628801055934293
2022-06-28T03:44:00Z,0.9402681223049323
2022-06-28T03:45:00Z,0.9453911934630506
2022-06-28T03:46:00Z,0.9569404750585828
2022-06-28T03:47:00Z,0.9549605982136342
2022-06-28T03:48:00Z,0.9562805161102665
2022-06-28T03:49:00Z,0.9536406803170023
2022-06-28T03:50:00Z,0.9612302082226396
2022-06-28T03:51:00Z,0.9510008445237372
2022-06-28T03:52:00Z,0.951330823997895
2022-06-28T03:53:00Z,0.9628801055934293
2022-06-28T03:54:00Z,0.9638700440159038
2022-06-28T03:55:00Z,0.9552905776877922
2022-06-28T03:56:00Z,0.9632100850675869
2022-06-28T03:57:00Z,0.9378016655574126
2022-06-28T03:58:00Z,0.9486909882046306
2022-06-28T03:59:00Z,0.9510008445237366
2022-06-28T04:00:00Z,0.9470410908338389
2022-06-28T04:01:00Z,0.9493509471529478
2022-06-28T04:02:00Z,0.9648599824383772
2022-06-28T04:03:00Z,0.9506708650495799
2022-06-28T04:04:00Z,0.9590601737146167
2022-06-28T04:05:00Z,0.9569404750585826
2022-06-28T04:06:00Z,0.9576004340068991
2022-06-28T04:07:00Z,0.9599102903260059
2022-06-28T04:08:00Z,0.9546306187394762
2022-06-28T04:09:00Z,0.9559505366361083
2022-06-28T04:10:00Z,0.9536406803170026
2022-06-28T04:11:00Z,0.9638700440159029
2022-06-28T04:12:00Z,0.9605702492743218
2022-06-28T04:13:00Z,0.9582603929552167
2022-06-28T04:14:00Z,0.9615601876967974
2022-06-28T04:15:00Z,0.956610495584425
2022-06-28T04:16:00Z,0.9533107008428439
2022-06-28T04:17:00Z,0.9513308239978955
2022-06-28T04:18:00Z,0.9543006392653184
2022-06-28T04:19:00Z,0.9427513576697839
2022-06-28T04:20:00Z,0.9480310292563146
2022-06-28T04:21:00Z,0.9536406803170019
2022-06-28T04:22:00Z,0.9572704545327411
2022-06-28T04:23:00Z,0.9589203519035314
2022-06-28T04:24:00Z,0.9552905776877914
2022-06-28T04:25:00Z,0.9563755949418056
2022-06-28T04:26:00Z,0.9401115218765204
2022-06-28T04:27:00Z,0.9780591614047063
2022-06-28T04:28:00Z,0.9896084430002403
2022-06-28T04:29:00Z,0.9044737386674424
2022-06-28T04:30:00Z,0.9417614192473085
2022-06-28T04:31:00Z,0.9549605982136355
2022-06-28T04:32:00Z,0.9331819529191987
2022-06-28T04:33:00Z,0.929222199229301
2022-06-28T04:34:00Z,0.9193228150045583
2022-06-28T04:35:00Z,0.9275723018585116
2022-06-28T04:36:00Z,0.9133831844697111
2022-06-28T04:37:00Z,0.9123932460472368
2022-06-28T04:38:00Z,0.921302691849506
2022-06-28T04:39:00Z,0.9288922197551428
2022-06-28T04:40:00Z,0.9255924250135623
2022-06-28T04:41:00Z,0.9252624455394047
2022-06-28T04:42:00Z,0.942421378195627
2022-06-28T04:43:00Z,0.9321920144967246
2022-06-28T04:44:00Z,0.9404415013506773
2022-06-28T04:45:00Z,0.943288273424348
2022-06-28T04:46:00Z,0.9513308239978946
2022-06-28T04:47:00Z,0.945391193463049
2022-06-28T04:48:00Z,0.9516608034720542
2022-06-28T04:49:00Z,0.9549605982136342
2022-06-28T04:50:00Z,0.9599102903260059
2022-06-28T04:51:00Z,0.9628801055934286
2022-06-28T04:52:00Z,0.9628801055934286
2022-06-28T04:53:00Z,0.9625501261192708
2022-06-28T04:54:00Z,0.9556205571619496
2022-06-28T04:55:00Z,0.9236125481686137
2022-06-28T04:56:00Z,0.9397815424023617
2022-06-28T04:57:00Z,0.9321920144967242
2022-06-28T04:58:00Z,0.9298821581776182
2022-06-28T04:59:00Z,0.9407714808248364
2022-06-28T05:00:00Z,0.941431439773152
2022-06-28T05:01:00Z,0.9321920144967246
2022-06-28T05:02:00Z,0.9460511524113664
2022-06-28T05:03:00Z,0.9391215834540452
2022-06-28T05:04:00Z,0.9404415013506775
2022-06-28T05:05:00Z,0.9477010497821561
2022-06-28T05:06:00Z,0.952013154435984
2022-06-28T05:07:00Z,0.9523207624203684
2022-06-28T05:08:00Z,0.9404415013506788
2022-06-28T05:09:00Z,0.949350947152946
2022-06-28T05:10:00Z,0.9444012550405747
2022-06-28T05:11:00Z,0.9255924250135628
2022-06-28T05:12:00Z,0.9321920144967253
2022-06-28T05:13:00Z,0.9338419118675148
2022-06-28T05:14:00Z,0.9272423223843536
2022-06-28T05:15:00Z,0.9315320555484077
2022-06-28T05:16:00Z,0.9176729176337675
2022-06-28T05:17:00Z,0.9543006392653184
2022-06-28T05:18:00Z,0.9698096745507505
2022-06-28T05:19:00Z,0.9694796950765923
2022-06-28T05:20:00Z,0.9691497156024338
2022-06-28T05:21:00Z,0.9658499208608531
2022-06-28T05:22:00Z,0.9480310292563143
2022-06-28T05:23:00Z,0.9546306187394764
2022-06-28T05:24:00Z,0.9668398592833265
2022-06-28T05:25:00Z,0.9661799003350109
2022-06-28T05:26:00Z,0.9593957460612168
2022-06-28T05:27:00Z,0.95562055716195
2022-06-28T05:28:00Z,0.9582603929552145
2022-06-28T05:29:00Z,0.9661799003350102
2022-06-28T05:30:00Z,0.957600434006898
2022-06-28T05:31:00Z,0.9622201466451132
2022-06-28T05:32:00Z,0.9615601876967967
2022-06-28T05:33:00Z,0.9592503313776899
2022-06-28T05:34:00Z,0.9434113166181006
2022-06-28T05:35:00Z,0.9477010497821547
2022-06-28T05:36:00Z,0.9391215834540456
2022-06-28T05:37:00Z,0.9262523839618793
2022-06-28T05:38:00Z,0.9523207624203684
2022-06-28T05:39:00Z,0.9615601876967965
2022-06-28T05:40:00Z,0.9625501261192713
2022-06-28T05:41:00Z,0.9640937589136378
2022-06-28T05:42:00Z,0.9526507418945287
2022-06-28T05:43:00Z,0.9464514553800163
2022-06-28T05:44:00Z,0.9605702492743222
2022-06-28T05:45:00Z,0.9605702492743222
2022-06-28T05:46:00Z,0.9604024631010215
2022-06-28T05:47:00Z,0.9638700440159027
2022-06-28T05:48:00Z,0.9655199413866944
2022-06-28T05:49:00Z,0.9651899619125361
2022-06-28T05:50:00Z,0.9589203519035316
2022-06-28T05:51:00Z,0.9321920144967255
2022-06-28T05:52:00Z,0.9447312345147332
2022-06-28T05:53:00Z,0.9516608034720528
2022-06-28T05:54:00Z,0.9543006392653179
2022-06-28T05:55:00Z,0.9572704545327411
2022-06-28T05:56:00Z,0.9381316450315715
2022-06-28T05:57:00Z,0.9259224044877208
2022-06-28T05:58:00Z,0.9430813371439424
2022-06-28T05:59:00Z,0.9387916039798869
2022-06-28T06:00:00Z,0.9249324660652465
2022-06-28T06:01:00Z,0.9351618297641484
2022-06-28T06:02:00Z,0.9328519734450416
2022-06-28T06:03:00Z,0.9288922197551439
2022-06-28T06:04:00Z,0.9318620350225668
2022-06-28T06:05:00Z,0.9298821581776182
2022-06-28T06:06:00Z,0.9355701094525124
2022-06-28T06:07:00Z,0.9519907829462115
2022-06-28T06:08:00Z,0.9486909882046304
2022-06-28T06:09:00Z,0.9519907829462111
2022-06-28T06:10:00Z,0.9490209676787886
2022-06-28T06:11:00Z,0.9526507418945276
2022-06-28T06:12:00Z,0.9523207624203693
2022-06-28T06:13:00Z,0.9500109061012623
2022-06-28T06:14:00Z,0.9533107008428434
2022-06-28T06:15:00Z,0.9562805161102665
2022-06-28T06:16:00Z,0.9549605982136344
2022-06-28T06:17:00Z,0.9420913987214674
2022-06-28T06:18:00Z,0.9447312345147338
2022-06-28T06:19:00Z,0.9282322608068276
2022-06-28T06:20:00Z,0.9394515629282032
2022-06-28T06:21:00Z,0.9401115218765197
2022-06-28T06:22:00Z,0.9401115218765197
2022-06-28T06:23:00Z,0.9407714808248357
2022-06-28T06:24:00Z,0.941431439773152
2022-06-28T06:25:00Z,0.9411014602989942
2022-06-28T06:26:00Z,0.9414314397731522
2022-06-28T06:27:00Z,0.9496641480097747
2022-06-28T06:28:00Z,0.9529807213686863
2022-06-28T06:29:00Z,0.9503408855754214
2022-06-28T06:30:00Z,0.9496809266271049
2022-06-28T06:31:00Z,0.9480310292563139
2022-06-28T06:32:00Z,0.9506708650495788
2022-06-28T06:33:00Z,0.9493509471529467
2022-06-28T06:34:00Z,0.9486909882046304
2022-06-28T06:35:00Z,0.9467111113596818
2022-06-28T06:36:00Z,0.9463811318855238
2022-06-28T06:37:00Z,0.9463811318855235
2022-06-28T06:38:00Z,0.9490209676787884
2022-06-28T06:39:00Z,0.947371070307998
2022-06-28T06:40:00Z,0.9665098798091687
2022-06-28T06:41:00Z,0.9806989971979703
2022-06-28T06:42:00Z,0.9720924833719751
2022-06-28T06:43:00Z,0.9734897846184798
2022-06-28T06:44:00Z,0.971129592447382
2022-06-28T06:45:00Z,0.9688197361282762
2022-06-28T06:46:00Z,0.9711295924473831
2022-06-28T06:47:00Z,0.9714595719215411
2022-06-28T06:48:00Z,0.9748320740048861
2022-06-28T06:49:00Z,0.9674998182316425
2022-06-28T06:50:00Z,0.9684897566541173
2022-06-28T06:51:00Z,0.9698096745507498
2022-06-28T06:52:00Z,0.9665098798091689
2022-06-28T06:53:00Z,0.9681597771799593
2022-06-28T06:54:00Z,0.966509879809168
2022-06-28T06:55:00Z,0.9661799003350109
2022-06-28T06:56:00Z,0.9688197361282755
2022-06-28T06:57:00Z,0.9734394487664899
2022-06-28T06:58:00Z,0.9724495103440158
2022-06-28T06:59:00Z,0.9688197361282755
2022-06-28T07:00:00Z,0.9592503313776903
2022-06-28T07:01:00Z,0.9655199413866944
2022-06-28T07:02:00Z,0.9714595719215404
2022-06-28T07:03:00Z,0.9780591614047041
2022-06-28T07:04:00Z,0.9721195308698574
2022-06-28T07:05:00Z,0.973439448766489
2022-06-28T07:06:00Z,0.977729181930546
2022-06-28T07:07:00Z,0.9775166527776984
2022-06-28T07:08:00Z,0.972449510344015
2022-06-28T07:09:00Z,0.9707996129732246
2022-06-28T07:10:00Z,0.9740994077148062
2022-06-28T07:11:00Z,0.969479695076592
2022-06-28T07:12:00Z,0.9704696334990659
2022-06-28T07:13:00Z,0.9727794898181736
2022-06-28T07:14:00Z,0.9750893461372803
2022-06-28T07:15:00Z,0.9546306187394771
2022-06-28T07:16:00Z,0.9473710703079976
2022-06-28T07:17:00Z,0.9477010497821559
2022-06-28T07:18:00Z,0.9500109061012623
2022-06-28T07:19:00Z,0.9523207624203693
2022-06-28T07:20:00Z,0.968819736128276
2022-06-28T07:21:00Z,0.9582603929552151
2022-06-28T07:22:00Z,0.9582603929552158
2022-06-28T07:23:00Z,0.9523207624203696
2022-06-28T07:24:00Z,0.9546306187394764
2022-06-28T07:25:00Z,0.9668398592833276
2022-06-28T07:26:00Z,0.9652765139057586
2022-06-28T07:27:00Z,0.9510064373961811
2022-06-28T07:28:00Z,0.9513308239978955
2022-06-28T07:29:00Z,0.948321858623369
2022-06-28T07:30:00Z,0.9645300029642196
2022-06-28T07:31:00Z,0.9691497156024338
2022-06-28T07:32:00Z,0.9444012550405751
2022-06-28T07:33:00Z,0.9457211729372077
2022-06-28T07:34:00Z,0.9473710703079983
2022-06-28T07:35:00Z,0.9503408855754207
2022-06-28T07:36:00Z,0.9638700440159038
2022-06-28T07:37:00Z,0.9602402698001649
2022-06-28T07:38:00Z,0.9543006392653184
2022-06-28T07:39:00Z,0.9490209676787884
2022-06-28T07:40:00Z,0.9474251653037613
2022-06-28T07:41:00Z,0.9466439968903615
2022-06-28T07:42:00Z,0.9447312345147334
2022-06-28T07:43:00Z,0.9430813371439428
2022-06-28T07:44:00Z,0.9427513576697846
2022-06-28T07:45:00Z,0.9483610087304721
2022-06-28T07:46:00Z,0.9496809266271051
2022-06-28T07:47:00Z,0.9552905776877922
2022-06-28T07:48:00Z,0.95232076242037
2022-06-28T07:49:00Z,0.951000844523737
2022-06-28T07:50:00Z,0.962220146645113
2022-06-28T07:51:00Z,0.9721474952320737
2022-06-28T07:52:00Z,0.9632100850675871
2022-06-28T07:53:00Z,0.9622201466451126
2022-06-28T07:54:00Z,0.9635400645417451
2022-06-28T07:55:00Z,0.9622201466451135
2022-06-28T07:56:00Z,0.9688197361282753
2022-06-28T07:57:00Z,0.9704696334990666
2022-06-28T07:58:00Z,0.9701396540249079
2022-06-28T07:59:00Z,0.9714595719215409
2022-06-28T08:00:00Z,0.9717895513956989
2022-06-28T08:01:00Z,0.9684897566541171
2022-06-28T08:02:00Z,0.9618901671709548
2022-06-28T08:03:00Z,0.9450612139888912
2022-06-28T08:04:00Z,0.9477010497821561
2022-06-28T08:05:00Z,0.9648599824383777
2022-06-28T08:06:00Z,0.9572704545327406
2022-06-28T08:07:00Z,0.9668398592833272
2022-06-28T08:08:00Z,0.9635400645417453
2022-06-28T08:09:00Z,0.9634226142204347
2022-06-28T08:10:00Z,0.9648599824383772
2022-06-28T08:11:00Z,0.9612302082226385
2022-06-28T08:12:00Z,0.9665098798091689
2022-06-28T08:13:00Z,0.96617990033501
2022-06-28T08:14:00Z,0.968159777179959
2022-06-28T08:15:00Z,0.9648599824383779
2022-06-28T08:16:00Z,0.9674998182316425
2022-06-28T08:17:00Z,0.9688197361282755
2022-06-28T08:18:00Z,0.9648599824383775
2022-06-28T08:19:00Z,0.9678297977058004
2022-06-28T08:20:00Z,0.9638700440159038
2022-06-28T08:21:00Z,0.9625501261192708
2022-06-28T08:22:00Z,0.9655199413866944
