,F
2022-06-27T23:55:00Z,0.603809523809673
2022-06-27T23:56:00Z,0.6504761904761267
2022-06-27T23:57:00Z,0.6104761904765041
2022-06-27T23:58:00Z,0.5284261501207652
2022-06-27T23:59:00Z,0.45428571428567466
2022-06-28T00:00:00Z,0.34666666666646506
2022-06-28T00:01:00Z,0.3628571428571945
2022-06-28T00:02:00Z,0.42380952380932513
2022-06-28T00:03:00Z,0.41428571428559735
2022-06-28T00:04:00Z,0.4171428571426077
2022-06-28T00:05:00Z,0.3780952380951703
2022-06-28T00:06:00Z,0.3580952380950748
2022-06-28T00:07:00Z,0.42666666666644915
2022-06-28T00:08:00Z,0.4590476190476238
2022-06-28T00:09:00Z,0.4599999999996953
2022-06-28T00:10:00Z,0.4695238095237073
2022-06-28T00:11:00Z,0.5476190476191505
2022-06-28T00:12:00Z,0.597142857142785
2022-06-28T00:13:00Z,0.6028571428572036
2022-06-28T00:14:00Z,0.6028571428574878
2022-06-28T00:15:00Z,0.5285714285711833
2022-06-28T00:16:00Z,0.5057142857141912
2022-06-28T00:17:00Z,0.5514285714285165
2022-06-28T00:18:00Z,0.5257142857143435
2022-06-28T00:19:00Z,0.5661985472157198
2022-06-28T00:20:00Z,0.5838095238098049
2022-06-28T00:21:00Z,0.6066666666670244
2022-06-28T00:22:00Z,0.5866666666667584
2022-06-28T00:23:00Z,0.580952380952624
2022-06-28T00:24:00Z,0.5676190476191891
2022-06-28T00:25:00Z,0.6380952380952749
2022-06-28T00:26:00Z,0.5914285714287075
2022-06-28T00:27:00Z,0.5619047619050548
2022-06-28T00:28:00Z,0.6114285714286893
2022-06-28T00:29:00Z,0.5819047619048661
2022-06-28T00:30:00Z,0.4704761904760062
2022-06-28T00:31:00Z,0.49047619047615854
2022-06-28T00:32:00Z,0.44571428571396154
2022-06-28T00:33:00Z,0.5142857142858475
2022-06-28T00:34:00Z,0.5828571428574492
2022-06-28T00:35:00Z,0.6019047619048479
2022-06-28T00:36:00Z,0.5257142857145141
2022-06-28T00:37:00Z,0.5647619047620083
2022-06-28T00:38:00Z,0.6342857142856815
2022-06-28T00:39:00Z,0.6494915254237412
2022-06-28T00:40:00Z,0.6628571428570922
2022-06-28T00:41:00Z,0.6228571428575265
2022-06-28T00:42:00Z,0.6571428571431284
2022-06-28T00:43:00Z,0.7028571428573969
2022-06-28T00:44:00Z,0.6942857142857406
2022-06-28T00:45:00Z,0.5961904761907135
2022-06-28T00:46:00Z,0.6219047619051139
2022-06-28T00:47:00Z,0.6219047619051139
2022-06-28T00:48:00Z,0.6847619047621265
2022-06-28T00:49:00Z,0.6609523809523807
2022-06-28T00:50:00Z,0.6333333333334963
2022-06-28T00:51:00Z,0.6371428571430329
2022-06-28T00:52:00Z,0.6590476190477261
2022-06-28T00:53:00Z,0.6485714285716995
2022-06-28T00:54:00Z,0.6504761904762404
2022-06-28T00:55:00Z,0.6466666666668743
2022-06-28T00:56:00Z,0.5590476190476465
2022-06-28T00:57:00Z,0.555238095238451
2022-06-28T00:58:00Z,0.5657142857142503
2022-06-28T00:59:00Z,0.46740920096829086
2022-06-28T01:00:00Z,0.42952380952380054
2022-06-28T01:01:00Z,0.4285714285714448
2022-06-28T01:02:00Z,0.45904761904739644
2022-06-28T01:03:00Z,0.5390476190476079
2022-06-28T01:04:00Z,0.44095238095235345
2022-06-28T01:05:00Z,0.47619047619014054
2022-06-28T01:06:00Z,0.49619047619040657
2022-06-28T01:07:00Z,0.5247619047618173
2022-06-28T01:08:00Z,0.49523809523793716
2022-06-28T01:09:00Z,0.5590476190480445
2022-06-28T01:10:00Z,0.5714285714289531
2022-06-28T01:11:00Z,0.5571428571428783
2022-06-28T01:12:00Z,0.5561904761909204
2022-06-28T01:13:00Z,0.62571428571448
2022-06-28T01:14:00Z,0.6304761904764291
2022-06-28T01:15:00Z,0.6619047619047365
2022-06-28T01:16:00Z,0.6590476190476124
2022-06-28T01:17:00Z,0.6409523809523989
2022-06-28T01:18:00Z,0.6409523809526831
2022-06-28T01:19:00Z,0.6494915254237412
2022-06-28T01:20:00Z,0.6598594847776553
2022-06-28T01:21:00Z,0.6059079903151883
2022-06-28T01:22:00Z,0.6285714285714334
2022-06-28T01:23:00Z,0.646666666666647
2022-06-28T01:24:00Z,0.6495238095238278
2022-06-28T01:25:00Z,0.6580952380953136
2022-06-28T01:26:00Z,0.6676190476190982
2022-06-28T01:27:00Z,0.6714285714287485
2022-06-28T01:28:00Z,0.651428571428653
2022-06-28T01:29:00Z,0.6295238095240734
2022-06-28T01:30:00Z,0.5476190476193779
2022-06-28T01:31:00Z,0.6104761904763336
2022-06-28T01:32:00Z,0.6371428571428623
2022-06-28T01:33:00Z,0.6161904761908659
2022-06-28T01:34:00Z,0.6142857142856997
2022-06-28T01:35:00Z,0.5685714285712038
2022-06-28T01:36:00Z,0.5914285714287644
2022-06-28T01:37:00Z,0.6038095238099004
2022-06-28T01:38:00Z,0.6428571428573377
2022-06-28T01:39:00Z,0.604761904762313
2022-06-28T01:40:00Z,0.5981598062957119
2022-06-28T01:41:00Z,0.6476190476191164
2022-06-28T01:42:00Z,0.6228571428572991
2022-06-28T01:43:00Z,0.6552380952380759
2022-06-28T01:44:00Z,0.6666666666667425
2022-06-28T01:45:00Z,0.6438095238094661
2022-06-28T01:46:00Z,0.6466666666668175
2022-06-28T01:47:00Z,0.6190476190478762
2022-06-28T01:48:00Z,0.5914285714287644
2022-06-28T01:49:00Z,0.6514285714285393
2022-06-28T01:50:00Z,0.6542857142858907
2022-06-28T01:51:00Z,0.6638095238095048
2022-06-28T01:52:00Z,0.6723809523812179
2022-06-28T01:53:00Z,0.6742857142858156
2022-06-28T01:54:00Z,0.6628571428570922
2022-06-28T01:55:00Z,0.6695238095238096
2022-06-28T01:56:00Z,0.6028571428575447
2022-06-28T01:57:00Z,0.6380952380952181
2022-06-28T01:58:00Z,0.5961904761907135
2022-06-28T01:59:00Z,0.6428571428571672
2022-06-28T02:00:00Z,0.6161904761907522
2022-06-28T02:01:00Z,0.5284261501208221
2022-06-28T02:02:00Z,0.4847619047615126
2022-06-28T02:03:00Z,0.6047619047622561
2022-06-28T02:04:00Z,0.5514285714286302
2022-06-28T02:05:00Z,0.580000000000382
2022-06-28T02:06:00Z,0.47238095238071764
2022-06-28T02:07:00Z,0.4885714285710492
2022-06-28T02:08:00Z,0.5019047619045409
2022-06-28T02:09:00Z,0.5085714285714289
2022-06-28T02:10:00Z,0.5495238095239188
2022-06-28T02:11:00Z,0.4714285714281914
2022-06-28T02:12:00Z,0.5238095238095184
2022-06-28T02:13:00Z,0.5780952380952726
2022-06-28T02:14:00Z,0.5457142857145527
2022-06-28T02:15:00Z,0.5914285714286507
2022-06-28T02:16:00Z,0.5419047619047319
2022-06-28T02:17:00Z,0.5476190476192073
2022-06-28T02:18:00Z,0.5676190476189618
2022-06-28T02:19:00Z,0.5771428571431443
2022-06-28T02:20:00Z,0.629523809523846
2022-06-28T02:21:00Z,0.5971912832931707
2022-06-28T02:22:00Z,0.5923809523812906
2022-06-28T02:23:00Z,0.5942857142861158
2022-06-28T02:24:00Z,0.6304761904762017
2022-06-28T02:25:00Z,0.6523809523809518
2022-06-28T02:26:00Z,0.6485714285714721
2022-06-28T02:27:00Z,0.6390476190475738
2022-06-28T02:28:00Z,0.5971428571429556
2022-06-28T02:29:00Z,0.6304761904765428
2022-06-28T02:30:00Z,0.5980952380955387
2022-06-28T02:31:00Z,0.5790476190478557
2022-06-28T02:32:00Z,0.49238095238092683
2022-06-28T02:33:00Z,0.4895238095236323
2022-06-28T02:34:00Z,0.4952380952378235
2022-06-28T02:35:00Z,0.5371428571431807
2022-06-28T02:36:00Z,0.560952380952358
2022-06-28T02:37:00Z,0.5047619047618923
2022-06-28T02:38:00Z,0.518095238095384
2022-06-28T02:39:00Z,0.527619047619055
2022-06-28T02:40:00Z,0.5866666666670994
2022-06-28T02:41:00Z,0.6038095238098435
2022-06-28T02:42:00Z,0.5981598062957687
2022-06-28T02:43:00Z,0.5952380952384715
2022-06-28T02:44:00Z,0.5809523809527946
2022-06-28T02:45:00Z,0.6000000000001364
2022-06-28T02:46:00Z,0.5800000000000409
2022-06-28T02:47:00Z,0.4923809523807563
2022-06-28T02:48:00Z,0.4999999999998863
2022-06-28T02:49:00Z,0.4466666666664878
2022-06-28T02:50:00Z,0.5009523809521284
2022-06-28T02:51:00Z,0.5184074941453787
2022-06-28T02:52:00Z,0.6136561743342668
2022-06-28T02:53:00Z,0.6161904761905248
2022-06-28T02:54:00Z,0.6304761904762017
2022-06-28T02:55:00Z,0.6095238095242053
2022-06-28T02:56:00Z,0.5980952380952544
2022-06-28T02:57:00Z,0.5400000000000773
2022-06-28T02:58:00Z,0.6447619047619355
2022-06-28T02:59:00Z,0.6923809523809723
2022-06-28T03:00:00Z,0.7142857142856087
2022-06-28T03:01:00Z,0.6942857142856838
2022-06-28T03:02:00Z,0.6640193704603234
2022-06-28T03:03:00Z,0.7104761904765269
2022-06-28T03:04:00Z,0.7466666666666697
2022-06-28T03:05:00Z,0.7723809523809564
2022-06-28T03:06:00Z,0.7247619047622607
2022-06-28T03:07:00Z,0.6742857142858156
2022-06-28T03:08:00Z,0.6580952380952567
2022-06-28T03:09:00Z,0.6304761904765428
2022-06-28T03:10:00Z,0.5952380952384715
2022-06-28T03:11:00Z,0.5771428571431443
2022-06-28T03:12:00Z,0.6390476190475738
2022-06-28T03:13:00Z,0.6429976580796506
2022-06-28T03:14:00Z,0.628184019370849
2022-06-28T03:15:00Z,0.6390476190477443
2022-06-28T03:16:00Z,0.6333333333333826
2022-06-28T03:17:00Z,0.6885714285714357
2022-06-28T03:18:00Z,0.6561904761905453
2022-06-28T03:19:00Z,0.6857142857145391
2022-06-28T03:20:00Z,0.6580952380951999
2022-06-28T03:21:00Z,0.6971428571432057
2022-06-28T03:22:00Z,0.7066666666669335
2022-06-28T03:23:00Z,0.7172881355932645
2022-06-28T03:24:00Z,0.6428571428571104
2022-06-28T03:25:00Z,0.6333333333333826
2022-06-28T03:26:00Z,0.6457142857144618
2022-06-28T03:27:00Z,0.6866666666670653
2022-06-28T03:28:00Z,0.6933333333336691
2022-06-28T03:29:00Z,0.7466666666666129
2022-06-28T03:30:00Z,0.6780952380954659
2022-06-28T03:31:00Z,0.6152380952385101
2022-06-28T03:32:00Z,0.5971428571428419
2022-06-28T03:33:00Z,0.6419047619048115
2022-06-28T03:34:00Z,0.6980952380956182
2022-06-28T03:35:00Z,0.6780952380955227
2022-06-28T03:36:00Z,0.6666666666666856
2022-06-28T03:37:00Z,0.6704761904761654
2022-06-28T03:38:00Z,0.7028571428572832
2022-06-28T03:39:00Z,0.6952380952384374
2022-06-28T03:40:00Z,0.6828571428572445
2022-06-28T03:41:00Z,0.665714285714671
2022-06-28T03:42:00Z,0.6990476190477466
2022-06-28T03:43:00Z,0.787619047618989
2022-06-28T03:44:00Z,0.7492493946733703
2022-06-28T03:45:00Z,0.7190476190475579
2022-06-28T03:46:00Z,0.8514285714285847
2022-06-28T03:47:00Z,0.936190476190518
2022-06-28T03:48:00Z,0.9114285714284733
2022-06-28T03:49:00Z,0.8885714285715949
2022-06-28T03:50:00Z,0.9171428571430624
2022-06-28T03:51:00Z,0.8809523809522375
2022-06-28T03:52:00Z,0.8866666666667129
2022-06-28T03:53:00Z,0.890476190476079
2022-06-28T03:54:00Z,0.8676190476191437
2022-06-28T03:55:00Z,0.8476190476193324
2022-06-28T03:56:00Z,0.8638095238094934
2022-06-28T03:57:00Z,0.9247619047620788
2022-06-28T03:58:00Z,0.9390476190479262
2022-06-28T03:59:00Z,0.9238095238098367
2022-06-28T04:00:00Z,0.9152380952382373
2022-06-28T04:01:00Z,0.8114285714286211
2022-06-28T04:02:00Z,0.7400000000002365
2022-06-28T04:03:00Z,0.6495238095238278
2022-06-28T04:04:00Z,0.6233414043586549
2022-06-28T04:05:00Z,0.5314285714282505
2022-06-28T04:06:00Z,0.3885714285714812
2022-06-28T04:07:00Z,0.36857142857144254
2022-06-28T04:08:00Z,0.4219047619046137
2022-06-28T04:09:00Z,0.35904761904743054
2022-06-28T04:10:00Z,0.3504761904760585
2022-06-28T04:11:00Z,0.4190476190475465
2022-06-28T04:12:00Z,0.380952380952408
2022-06-28T04:13:00Z,0.4533333333329779
2022-06-28T04:14:00Z,0.46476190476187185
2022-06-28T04:15:00Z,0.6104761904762768
2022-06-28T04:16:00Z,0.5819047619048661
2022-06-28T04:17:00Z,0.62571428571448
2022-06-28T04:18:00Z,0.5685714285716017
2022-06-28T04:19:00Z,0.5561904761906362
2022-06-28T04:20:00Z,0.5276190476193392
2022-06-28T04:21:00Z,0.5333333333334167
2022-06-28T04:22:00Z,0.5390476190480058
2022-06-28T04:23:00Z,0.5428571428568034
2022-06-28T04:24:00Z,0.5066666666670017
2022-06-28T04:25:00Z,0.4635351089586379
2022-06-28T04:26:00Z,0.48952380952374597
2022-06-28T04:27:00Z,0.478095238094852
2022-06-28T04:28:00Z,0.47714285714272364
2022-06-28T04:29:00Z,0.5761904761908454
2022-06-28T04:30:00Z,0.5657142857143072
2022-06-28T04:31:00Z,0.530476190476179
2022-06-28T04:32:00Z,0.49428571428558143
2022-06-28T04:33:00Z,0.5066666666662627
2022-06-28T04:34:00Z,0.5304761904766337
2022-06-28T04:35:00Z,0.5619047619050548
2022-06-28T04:36:00Z,0.5019047619045978
2022-06-28T04:37:00Z,0.4838095238094411
2022-06-28T04:38:00Z,0.43619047619023377
2022-06-28T04:39:00Z,0.4895238095236891
2022-06-28T04:40:00Z,0.45809523809509756
2022-06-28T04:41:00Z,0.47428571428548594
2022-06-28T04:42:00Z,0.4904761904758175
2022-06-28T04:43:00Z,0.4657142857141139
2022-06-28T04:44:00Z,0.4752380952378985
2022-06-28T04:45:00Z,0.6194673123488315
2022-06-28T04:46:00Z,0.6580952380952567
2022-06-28T04:47:00Z,0.660000000000025
2022-06-28T04:48:00Z,0.5428571428572582
2022-06-28T04:49:00Z,0.5780952380954432
2022-06-28T04:50:00Z,0.5342857142858293
2022-06-28T04:51:00Z,0.5904761904762381
2022-06-28T04:52:00Z,0.5304761904760653
2022-06-28T04:53:00Z,0.4961904761906908
2022-06-28T04:54:00Z,0.542857142856974
2022-06-28T04:55:00Z,0.5371428571428964
2022-06-28T04:56:00Z,0.6028571428573173
2022-06-28T04:57:00Z,0.6142857142860407
2022-06-28T04:58:00Z,0.6504761904763541
2022-06-28T04:59:00Z,0.7057142857143504
2022-06-28T05:00:00Z,0.8609523809524262
2022-06-28T05:01:00Z,0.8323809523812429
2022-06-28T05:02:00Z,0.8057142857145436
2022-06-28T05:03:00Z,0.788571428571629
2022-06-28T05:04:00Z,0.694285714285968
2022-06-28T05:05:00Z,0.6752380952380577
2022-06-28T05:06:00Z,0.6766101694914823
2022-06-28T05:07:00Z,0.6685714285714539
2022-06-28T05:08:00Z,0.6523809523809518
2022-06-28T05:09:00Z,0.6723809523811042
2022-06-28T05:10:00Z,0.6838095238098276
2022-06-28T05:11:00Z,0.6333333333333258
2022-06-28T05:12:00Z,0.5790476190479126
2022-06-28T05:13:00Z,0.6085714285715653
2022-06-28T05:14:00Z,0.5638095238098231
2022-06-28T05:15:00Z,0.631428571428728
2022-06-28T05:16:00Z,0.5495238095241461
2022-06-28T05:17:00Z,0.5209523809522807
2022-06-28T05:18:00Z,0.5228571428572195
2022-06-28T05:19:00Z,0.5057142857141912
2022-06-28T05:20:00Z,0.5800000000002115
2022-06-28T05:21:00Z,0.6314285714286711
2022-06-28T05:22:00Z,0.6466666666667038
2022-06-28T05:23:00Z,0.5952380952385283
2022-06-28T05:24:00Z,0.5419047619051298
2022-06-28T05:25:00Z,0.5638095238095957
2022-06-28T05:26:00Z,0.5448910411622592
2022-06-28T05:27:00Z,0.5857142857145732
2022-06-28T05:28:00Z,0.5342857142857724
2022-06-28T05:29:00Z,0.5695238095239006
2022-06-28T05:30:00Z,0.41714285714272137
2022-06-28T05:31:00Z,0.48285714285719905
2022-06-28T05:32:00Z,0.5276190476192255
2022-06-28T05:33:00Z,0.5571428571429919
2022-06-28T05:34:00Z,0.519047619047285
2022-06-28T05:35:00Z,0.5019047619044841
2022-06-28T05:36:00Z,0.4780952380951362
2022-06-28T05:37:00Z,0.4904761904762154
2022-06-28T05:38:00Z,0.4933333333335099
2022-06-28T05:39:00Z,0.604761904762313
2022-06-28T05:40:00Z,0.5752380952382055
2022-06-28T05:41:00Z,0.5574818401936454
2022-06-28T05:42:00Z,0.6390476190476306
2022-06-28T05:43:00Z,0.6233255269320921
2022-06-28T05:44:00Z,0.6066666666668539
2022-06-28T05:45:00Z,0.5571428571432193
2022-06-28T05:46:00Z,0.5555447941893021
2022-06-28T05:47:00Z,0.6142857142858134
2022-06-28T05:48:00Z,0.6142857142860976
2022-06-28T05:49:00Z,0.5571428571430488
2022-06-28T05:50:00Z,0.49333333333339624
2022-06-28T05:51:00Z,0.5219047619046933
2022-06-28T05:52:00Z,0.5514285714286302
2022-06-28T05:53:00Z,0.5723809523811951
2022-06-28T05:54:00Z,0.498095238095118
2022-06-28T05:55:00Z,0.46285714285681934
2022-06-28T05:56:00Z,0.4599999999996953
2022-06-28T05:57:00Z,0.5161904761906726
2022-06-28T05:58:00Z,0.521904761904409
2022-06-28T05:59:00Z,0.5333333333333599
2022-06-28T06:00:00Z,0.6085714285714516
2022-06-28T06:01:00Z,0.45428571428556097
2022-06-28T06:02:00Z,0.5047619047618355
2022-06-28T06:03:00Z,0.44380952380930694
2022-06-28T06:04:00Z,0.45428571428556097
2022-06-28T06:05:00Z,0.5295238095234254
2022-06-28T06:06:00Z,0.5245520581118512
2022-06-28T06:07:00Z,0.572380952381252
2022-06-28T06:08:00Z,0.5323809523812315
2022-06-28T06:09:00Z,0.5666666666667197
2022-06-28T06:10:00Z,0.4657142857140002
2022-06-28T06:11:00Z,0.546666666667079
2022-06-28T06:12:00Z,0.6009523809526058
2022-06-28T06:13:00Z,0.6019047619050184
2022-06-28T06:14:00Z,0.6009523809524353
2022-06-28T06:15:00Z,0.3123809523807495
2022-06-28T06:16:00Z,0.37333333333322116
2022-06-28T06:17:00Z,0.4266666666663923
2022-06-28T06:18:00Z,0.35142857142847106
2022-06-28T06:19:00Z,0.41714285714283506
2022-06-28T06:20:00Z,0.40857142857151985
2022-06-28T06:21:00Z,0.39428571428578607
2022-06-28T06:22:00Z,0.4971428571427623
2022-06-28T06:23:00Z,0.507619047618789
2022-06-28T06:24:00Z,0.5342857142860566
2022-06-28T06:25:00Z,0.5685714285718291
2022-06-28T06:26:00Z,0.5923809523810633
2022-06-28T06:27:00Z,0.6456174334140314
2022-06-28T06:28:00Z,0.6438095238096366
2022-06-28T06:29:00Z,0.6761904761907545
2022-06-28T06:30:00Z,0.6333333333337237
2022-06-28T06:31:00Z,0.5419047619046751
2022-06-28T06:32:00Z,0.46952380952365047
2022-06-28T06:33:00Z,0.49142857142823004
2022-06-28T06:34:00Z,0.4438095238095343
2022-06-28T06:35:00Z,0.42761904761891856
2022-06-28T06:36:00Z,0.5257142857144004
2022-06-28T06:37:00Z,0.5352380952377871
2022-06-28T06:38:00Z,0.6133333333335145
2022-06-28T06:39:00Z,0.6733333333335736
2022-06-28T06:40:00Z,0.6409523809523421
2022-06-28T06:41:00Z,0.6190476190478762
2022-06-28T06:42:00Z,0.6626697892274933
2022-06-28T06:43:00Z,0.6737046004842568
2022-06-28T06:44:00Z,0.5714285714283847
2022-06-28T06:45:00Z,0.5304761904760653
2022-06-28T06:46:00Z,0.42761904761903224
2022-06-28T06:47:00Z,0.4095238095236482
2022-06-28T06:48:00Z,0.427699757869334
2022-06-28T06:49:00Z,0.4380952380951726
2022-06-28T06:50:00Z,0.39238095238084725
2022-06-28T06:51:00Z,0.43428571428540863
2022-06-28T06:52:00Z,0.4933333333336236
2022-06-28T06:53:00Z,0.5257142857145141
2022-06-28T06:54:00Z,0.5409523809521488
2022-06-28T06:55:00Z,0.5266666666663582
2022-06-28T06:56:00Z,0.4895238095234049
2022-06-28T06:57:00Z,0.5628571428573537
2022-06-28T06:58:00Z,0.6552380952381327
2022-06-28T06:59:00Z,0.63238095238097
2022-06-28T07:00:00Z,0.4999999999997158
2022-06-28T07:01:00Z,0.24666666666678339
2022-06-28T07:02:00Z,0.34380952380962526
2022-06-28T07:03:00Z,0.4533333333332621
2022-06-28T07:04:00Z,0.47714285714272364
2022-06-28T07:05:00Z,0.5066666666665469
2022-06-28T07:06:00Z,0.5952380952384146
2022-06-28T07:07:00Z,0.5884745762714942
2022-06-28T07:08:00Z,0.6200000000000614
2022-06-28T07:09:00Z,0.6104761904764473
2022-06-28T07:10:00Z,0.5752380952381486
2022-06-28T07:11:00Z,0.6428571428573377
2022-06-28T07:12:00Z,0.6161904761905816
2022-06-28T07:13:00Z,0.6228571428570717
2022-06-28T07:14:00Z,0.6000000000004206
2022-06-28T07:15:00Z,0.49333333333316887
2022-06-28T07:16:00Z,0.5571428571429351
2022-06-28T07:17:00Z,0.6123809523811587
2022-06-28T07:18:00Z,0.5980952380956523
2022-06-28T07:19:00Z,0.6085714285716222
2022-06-28T07:20:00Z,0.5342857142857724
2022-06-28T07:21:00Z,0.5819047619049798
2022-06-28T07:22:00Z,0.6657142857144436
2022-06-28T07:23:00Z,0.63238095238097
2022-06-28T07:24:00Z,0.6276190476193619
2022-06-28T07:25:00Z,0.605714285714555
2022-06-28T07:26:00Z,0.6008430913350367
2022-06-28T07:27:00Z,0.6523970944309667
2022-06-28T07:28:00Z,0.6619047619047933
2022-06-28T07:29:00Z,0.6136561743342668
2022-06-28T07:30:00Z,0.48666666666673564
2022-06-28T07:31:00Z,0.534285714285545
2022-06-28T07:32:00Z,0.45238095238073583
2022-06-28T07:33:00Z,0.5152380952380895
2022-06-28T07:34:00Z,0.5228571428572195
2022-06-28T07:35:00Z,0.5857142857144595
2022-06-28T07:36:00Z,0.47238095238060396
2022-06-28T07:37:00Z,0.5609523809526422
2022-06-28T07:38:00Z,0.5590476190477602
2022-06-28T07:39:00Z,0.5866666666670426
2022-06-28T07:40:00Z,0.5792974238876809
2022-06-28T07:41:00Z,0.5875060532688394
2022-06-28T07:42:00Z,0.6209523809525876
2022-06-28T07:43:00Z,0.6266666666669494
2022-06-28T07:44:00Z,0.5638095238097662
2022-06-28T07:45:00Z,0.5209523809527354
2022-06-28T07:46:00Z,0.5961904761905998
2022-06-28T07:47:00Z,0.5323809523808336
2022-06-28T07:48:00Z,0.5295238095241075
2022-06-28T07:49:00Z,0.5485714285714494
2022-06-28T07:50:00Z,0.5523809523812133
2022-06-28T07:51:00Z,0.6301210653754765
2022-06-28T07:52:00Z,0.6400000000001
2022-06-28T07:53:00Z,0.6047619047621424
2022-06-28T07:54:00Z,0.4533333333329779
2022-06-28T07:55:00Z,0.5019047619045978
2022-06-28T07:56:00Z,0.40857142857129247
2022-06-28T07:57:00Z,0.4419047619045955
2022-06-28T07:58:00Z,0.38380952380953204
2022-06-28T07:59:00Z,0.4047619047618696
2022-06-28T08:00:00Z,0.28952380952392787
2022-06-28T08:01:00Z,0.33428571428544274
2022-06-28T08:02:00Z,0.33523809523819637
2022-06-28T08:03:00Z,0.36666666666644687
2022-06-28T08:04:00Z,0.32761904761895266
2022-06-28T08:05:00Z,0.33999999999969077
2022-06-28T08:06:00Z,0.4104761904760039
2022-06-28T08:07:00Z,0.43999999999977035
2022-06-28T08:08:00Z,0.3904761904761358
2022-06-28T08:09:00Z,0.3676513317188892
2022-06-28T08:10:00Z,0.37999999999971124
2022-06-28T08:11:00Z,0.35142857142830053
2022-06-28T08:12:00Z,0.4209523809524853
2022-06-28T08:13:00Z,0.46285714285698987
2022-06-28T08:14:00Z,0.4819047619046728
2022-06-28T08:15:00Z,0.48190476190450227
2022-06-28T08:16:00Z,0.5076190476190732
2022-06-28T08:17:00Z,0.47428571428537225
2022-06-28T08:18:00Z,0.5514285714289144
2022-06-28T08:19:00Z,0.6123809523812156
2022-06-28T08:20:00Z,0.5542857142858111
2022-06-28T08:21:00Z,0.6390476190476875
2022-06-28T08:22:00Z,0.6304761904765428
