,I_SUM
2022-06-27T23:54:00Z,0.5000831808351356
2022-06-27T23:55:00Z,0.7472966228580936
2022-06-27T23:56:00Z,0.34237231741806695
2022-06-27T23:57:00Z,0.34386957245050753
2022-06-27T23:58:00Z,0.3865624885450121
2022-06-27T23:59:00Z,0.4079188155049077
2022-06-28T00:00:00Z,0.546498086840792
2022-06-28T00:01:00Z,0.572949592413908
2022-06-28T00:02:00Z,0.5400099817002162
2022-06-28T00:03:00Z,0.48694060888371316
2022-06-28T00:04:00Z,0.4802861420728667
2022-06-28T00:05:00Z,0.5825985692896356
2022-06-28T00:06:00Z,0.5478289802029614
2022-06-28T00:07:00Z,0.5132257527865579
2022-06-28T00:08:00Z,0.5566461487273334
2022-06-28T00:09:00Z,0.5315255365163866
2022-06-28T00:10:00Z,0.6050573947762441
2022-06-28T00:11:00Z,0.5506571285975712
2022-06-28T00:12:00Z,0.5534852769921812
2022-06-28T00:13:00Z,0.6897354849442682
2022-06-28T00:14:00Z,0.6177008817168526
2022-06-28T00:15:00Z,0.6313425386790884
2022-06-28T00:16:00Z,0.5845949093328898
2022-06-28T00:17:00Z,0.6629512560306107
2022-06-28T00:18:00Z,0.5707868907003825
2022-06-28T00:19:00Z,0.6836449559987482
2022-06-28T00:20:00Z,0.7093661620362667
2022-06-28T00:21:00Z,0.6800865080685409
2022-06-28T00:22:00Z,0.6191981367492929
2022-06-28T00:23:00Z,0.6220262851439032
2022-06-28T00:24:00Z,0.7261686907336552
2022-06-28T00:25:00Z,0.5672932956246884
2022-06-28T00:26:00Z,0.6213608384628179
2022-06-28T00:27:00Z,0.6524704708035272
2022-06-28T00:28:00Z,0.5611379138246548
2022-06-28T00:29:00Z,0.8083513558476129
2022-06-28T00:30:00Z,0.5875894193977707
2022-06-28T00:31:00Z,0.6118782232573617
2022-06-28T00:32:00Z,0.6845782731658628
2022-06-28T00:33:00Z,0.8422891365829311
2022-06-28T00:34:00Z,0.5937448011978042
2022-06-28T00:35:00Z,0.6364997504574946
2022-06-28T00:36:00Z,0.7017135252037935
2022-06-28T00:37:00Z,0.6606221926468141
2022-06-28T00:38:00Z,0.7764099151555478
2022-06-28T00:39:00Z,0.8440288848974619
2022-06-28T00:40:00Z,0.6897354849442691
2022-06-28T00:41:00Z,0.6869073365496586
2022-06-28T00:42:00Z,0.6721011478955251
2022-06-28T00:43:00Z,0.6827482947928795
2022-06-28T00:44:00Z,0.7230078189985029
2022-06-28T00:45:00Z,0.6747629346198637
2022-06-28T00:46:00Z,0.6097155215438369
2022-06-28T00:47:00Z,0.7779071701879884
2022-06-28T00:48:00Z,0.6206953917817336
2022-06-28T00:49:00Z,0.6920645483280653
2022-06-28T00:50:00Z,0.6694393611711863
2022-06-28T00:51:00Z,0.6117118615870905
2022-06-28T00:52:00Z,0.6519713857927135
2022-06-28T00:53:00Z,0.655631342538679
2022-06-28T00:54:00Z,0.6225253701547167
2022-06-28T00:55:00Z,0.5406754283813011
2022-06-28T00:56:00Z,0.6243553485276991
2022-06-28T00:57:00Z,0.6045583097654305
2022-06-28T00:58:00Z,0.5450008318083512
2022-06-28T00:59:00Z,0.7541935829510306
2022-06-28T01:00:00Z,0.5751122941274331
2022-06-28T01:01:00Z,0.6374979204791215
2022-06-28T01:02:00Z,0.6466478123440362
2022-06-28T01:03:00Z,0.7111961404092498
2022-06-28T01:04:00Z,0.6769256363333892
2022-06-28T01:05:00Z,0.8760605556479787
2022-06-28T01:06:00Z,0.5994010979870238
2022-06-28T01:07:00Z,0.6992181001497261
2022-06-28T01:08:00Z,0.6752620196306771
2022-06-28T01:09:00Z,0.5869239727166861
2022-06-28T01:10:00Z,0.7128597571119614
2022-06-28T01:11:00Z,0.6468141740143074
2022-06-28T01:12:00Z,0.665280319414407
2022-06-28T01:13:00Z,0.5521543836300118
2022-06-28T01:14:00Z,0.7952087838961904
2022-06-28T01:15:00Z,0.6890700382631844
2022-06-28T01:16:00Z,0.7211778406255202
2022-06-28T01:17:00Z,0.551655298619198
2022-06-28T01:18:00Z,0.6196972217601064
2022-06-28T01:19:00Z,0.7186654974354928
2022-06-28T01:20:00Z,0.7316258989666485
2022-06-28T01:21:00Z,0.8039329026727832
2022-06-28T01:22:00Z,0.5568125103976044
2022-06-28T01:23:00Z,0.57893861254367
2022-06-28T01:24:00Z,0.6597903842954586
2022-06-28T01:25:00Z,0.5395108966894027
2022-06-28T01:26:00Z,0.6162036266844122
2022-06-28T01:27:00Z,0.6148727333222429
2022-06-28T01:28:00Z,0.6596240226251872
2022-06-28T01:29:00Z,0.6140409249708867
2022-06-28T01:30:00Z,0.5859258026950592
2022-06-28T01:31:00Z,0.7072034603227421
2022-06-28T01:32:00Z,0.7000499085010817
2022-06-28T01:33:00Z,0.6301780069871904
2022-06-28T01:34:00Z,0.6320079853601732
2022-06-28T01:35:00Z,0.6138745633006155
2022-06-28T01:36:00Z,0.5984029279653971
2022-06-28T01:37:00Z,0.7539510896689402
2022-06-28T01:38:00Z,0.6439860256196973
2022-06-28T01:39:00Z,0.6581267675927466
2022-06-28T01:40:00Z,0.7080070717808312
2022-06-28T01:41:00Z,0.6439860256196973
2022-06-28T01:42:00Z,0.7083679920146401
2022-06-28T01:43:00Z,0.6529695558143406
2022-06-28T01:44:00Z,0.7602728331392451
2022-06-28T01:45:00Z,0.6972217601064717
2022-06-28T01:46:00Z,0.6078855431708539
2022-06-28T01:47:00Z,0.7501247712527032
2022-06-28T01:48:00Z,0.6699384461819997
2022-06-28T01:49:00Z,0.6443187489602392
2022-06-28T01:50:00Z,0.702878056895691
2022-06-28T01:51:00Z,0.6230244551655301
2022-06-28T01:52:00Z,0.6335052403926139
2022-06-28T01:53:00Z,0.7491266012310763
2022-06-28T01:54:00Z,0.649642322408917
2022-06-28T01:55:00Z,0.6253535185493264
2022-06-28T01:56:00Z,0.6611212776576278
2022-06-28T01:57:00Z,0.5920811844950924
2022-06-28T01:58:00Z,0.6918981866577941
2022-06-28T01:59:00Z,0.7502911329229748
2022-06-28T02:00:00Z,0.6438196639494264
2022-06-28T02:01:00Z,0.6758626134572492
2022-06-28T02:02:00Z,0.5679587423057728
2022-06-28T02:03:00Z,0.6514723007818994
2022-06-28T02:04:00Z,0.7837298286474795
2022-06-28T02:05:00Z,0.5717850607220096
2022-06-28T02:06:00Z,0.668773914490102
2022-06-28T02:07:00Z,0.6172017967060389
2022-06-28T02:08:00Z,0.5559807020462486
2022-06-28T02:09:00Z,0.7321577108634173
2022-06-28T02:10:00Z,0.646481450673765
2022-06-28T02:11:00Z,0.7256696057228417
2022-06-28T02:12:00Z,0.6983862917983698
2022-06-28T02:13:00Z,0.5766095491598737
2022-06-28T02:14:00Z,0.6087173515222094
2022-06-28T02:15:00Z,0.600565629678922
2022-06-28T02:16:00Z,0.523207453002828
2022-06-28T02:17:00Z,0.6907336549658959
2022-06-28T02:18:00Z,0.4007652636832475
2022-06-28T02:19:00Z,0.5128930294460158
2022-06-28T02:20:00Z,0.4812843120944934
2022-06-28T02:21:00Z,0.4151541383170402
2022-06-28T02:22:00Z,0.5047413076027285
2022-06-28T02:23:00Z,0.524205623024455
2022-06-28T02:24:00Z,0.4520046581267677
2022-06-28T02:25:00Z,0.46963899517551144
2022-06-28T02:26:00Z,0.5242056230244552
2022-06-28T02:27:00Z,0.48161703543503587
2022-06-28T02:28:00Z,0.5113957744135751
2022-06-28T02:29:00Z,0.48244884378639163
2022-06-28T02:30:00Z,0.49026784228913667
2022-06-28T02:31:00Z,0.5526534686408254
2022-06-28T02:32:00Z,0.5604724671435699
2022-06-28T02:33:00Z,0.6195308600898358
2022-06-28T02:34:00Z,0.6236899018466141
2022-06-28T02:35:00Z,0.5762768258193313
2022-06-28T02:36:00Z,0.5781068041923145
2022-06-28T02:37:00Z,0.6411578772250875
2022-06-28T02:38:00Z,0.6942272500415904
2022-06-28T02:39:00Z,0.6389951755115625
2022-06-28T02:40:00Z,0.6160372650141408
2022-06-28T02:41:00Z,0.6621194476792551
2022-06-28T02:42:00Z,0.5706318077874183
2022-06-28T02:43:00Z,0.6779238063550156
2022-06-28T02:44:00Z,0.7544501746797542
2022-06-28T02:45:00Z,0.6749292962901348
2022-06-28T02:46:00Z,0.6434869406088836
2022-06-28T02:47:00Z,0.6702711695225423
2022-06-28T02:48:00Z,0.7692563633338877
2022-06-28T02:49:00Z,0.7072034603227416
2022-06-28T02:50:00Z,0.6667775744468478
2022-06-28T02:51:00Z,0.6463723610539147
2022-06-28T02:52:00Z,0.6953184698109965
2022-06-28T02:53:00Z,0.7699218100149726
2022-06-28T02:54:00Z,0.6369988354683084
2022-06-28T02:55:00Z,0.6985526534686416
2022-06-28T02:56:00Z,0.5855930793545169
2022-06-28T02:57:00Z,0.6055564797870573
2022-06-28T02:58:00Z,0.7419730494094162
2022-06-28T02:59:00Z,0.5618033605057395
2022-06-28T03:00:00Z,0.5994010979870238
2022-06-28T03:01:00Z,0.6369988354683085
2022-06-28T03:02:00Z,0.5851814047128288
2022-06-28T03:03:00Z,0.8491099650640487
2022-06-28T03:04:00Z,0.8115122275827654
2022-06-28T03:05:00Z,0.546331725170521
2022-06-28T03:06:00Z,0.6290134752952922
2022-06-28T03:07:00Z,0.6250207952087838
2022-06-28T03:08:00Z,0.6566295125603063
2022-06-28T03:09:00Z,0.866411578772251
2022-06-28T03:10:00Z,0.5385127266677762
2022-06-28T03:11:00Z,0.657461320911662
2022-06-28T03:12:00Z,0.7892197637664286
2022-06-28T03:13:00Z,0.5792822448461972
2022-06-28T03:14:00Z,0.7343993638780878
2022-06-28T03:15:00Z,0.6970553984362006
2022-06-28T03:16:00Z,0.6689402761603724
2022-06-28T03:17:00Z,0.6281816669439363
2022-06-28T03:18:00Z,0.6837464648145072
2022-06-28T03:19:00Z,0.65430044917651
2022-06-28T03:20:00Z,0.8055232074530029
2022-06-28T03:21:00Z,0.634170687073698
2022-06-28T03:22:00Z,0.682082848111795
2022-06-28T03:23:00Z,0.6959951952493874
2022-06-28T03:24:00Z,0.5934120778572618
2022-06-28T03:25:00Z,0.6246880718682415
2022-06-28T03:26:00Z,0.8825486607885548
2022-06-28T03:27:00Z,0.6035601397438026
2022-06-28T03:28:00Z,0.8218266511395779
2022-06-28T03:29:00Z,0.6682748294792878
2022-06-28T03:30:00Z,0.7083679920146396
2022-06-28T03:31:00Z,0.6616203626684412
2022-06-28T03:32:00Z,0.592081184495092
2022-06-28T03:33:00Z,0.6258526035601395
2022-06-28T03:34:00Z,0.7048743969389452
2022-06-28T03:35:00Z,0.5539843620029945
2022-06-28T03:36:00Z,0.6511395774413578
2022-06-28T03:37:00Z,0.8419564132423892
2022-06-28T03:38:00Z,0.5301946431542174
2022-06-28T03:39:00Z,0.8324737980369324
2022-06-28T03:40:00Z,0.5205456662784896
2022-06-28T03:41:00Z,0.6824155714523376
2022-06-28T03:42:00Z,0.6835801031442356
2022-06-28T03:43:00Z,0.8101813342205958
2022-06-28T03:44:00Z,0.6044680797069782
2022-06-28T03:45:00Z,0.5604724671435701
2022-06-28T03:46:00Z,0.6654466810846781
2022-06-28T03:47:00Z,0.6226917318249875
2022-06-28T03:48:00Z,0.6466478123440361
2022-06-28T03:49:00Z,0.6052237564465145
2022-06-28T03:50:00Z,0.7343204125769421
2022-06-28T03:51:00Z,0.5573115954084179
2022-06-28T03:52:00Z,0.5488271502245885
2022-06-28T03:53:00Z,0.6295125603061056
2022-06-28T03:54:00Z,0.682082848111795
2022-06-28T03:55:00Z,0.6556313425386794
2022-06-28T03:56:00Z,0.7983696556313425
2022-06-28T03:57:00Z,0.5360173016137078
2022-06-28T03:58:00Z,0.5989020129762102
2022-06-28T03:59:00Z,0.6140409249708866
2022-06-28T04:00:00Z,0.5479953418732325
2022-06-28T04:01:00Z,0.5797704208950261
2022-06-28T04:02:00Z,0.7872234237231742
2022-06-28T04:03:00Z,0.5120612210946601
2022-06-28T04:04:00Z,0.6662192759601749
2022-06-28T04:05:00Z,0.6015637997005491
2022-06-28T04:06:00Z,0.5563134253867912
2022-06-28T04:07:00Z,0.6068873731492266
2022-06-28T04:08:00Z,0.551821660289469
2022-06-28T04:09:00Z,0.6291798369655632
2022-06-28T04:10:00Z,0.5371818333056065
2022-06-28T04:11:00Z,0.731824987522875
2022-06-28T04:12:00Z,0.6275162202628513
2022-06-28T04:13:00Z,0.6153718183330561
2022-06-28T04:14:00Z,0.6040592247546165
2022-06-28T04:15:00Z,0.5235401763433707
2022-06-28T04:16:00Z,0.5534852769921811
2022-06-28T04:17:00Z,0.605556479787057
2022-06-28T04:18:00Z,0.5781068041923141
2022-06-28T04:19:00Z,0.47762435534852776
2022-06-28T04:20:00Z,0.4920978206621196
2022-06-28T04:21:00Z,0.5995674596572955
2022-06-28T04:22:00Z,0.5253701547163537
2022-06-28T04:23:00Z,0.5145566461487272
2022-06-28T04:24:00Z,0.5543170853435371
2022-06-28T04:25:00Z,0.61969440207078
2022-06-28T04:26:00Z,0.3090999833638328
2022-06-28T04:27:00Z,0.40558975212111115
2022-06-28T04:28:00Z,0.3433704874396939
2022-06-28T04:29:00Z,0.39760439194809516
2022-06-28T04:30:00Z,0.6727665945766094
2022-06-28T04:31:00Z,0.7038762269173185
2022-06-28T04:32:00Z,0.42422225919148193
2022-06-28T04:33:00Z,0.4017634337048741
2022-06-28T04:34:00Z,0.39594077524538385
2022-06-28T04:35:00Z,0.44451838296456525
2022-06-28T04:36:00Z,0.40292796539677267
2022-06-28T04:37:00Z,0.357344867742472
2022-06-28T04:38:00Z,0.40575611379138266
2022-06-28T04:39:00Z,0.48843786391615396
2022-06-28T04:40:00Z,0.39078356346697707
2022-06-28T04:41:00Z,0.4034270504075861
2022-06-28T04:42:00Z,0.4651472300781899
2022-06-28T04:43:00Z,0.4418565962402262
2022-06-28T04:44:00Z,0.47329895192147753
2022-06-28T04:45:00Z,0.5153095031989375
2022-06-28T04:46:00Z,0.6363333887872237
2022-06-28T04:47:00Z,0.6181999667276661
2022-06-28T04:48:00Z,0.6862418898685746
2022-06-28T04:49:00Z,0.8083513558476129
2022-06-28T04:50:00Z,0.8080186325070707
2022-06-28T04:51:00Z,0.795707868907004
2022-06-28T04:52:00Z,0.8199966727665947
2022-06-28T04:53:00Z,0.8140076526368324
2022-06-28T04:54:00Z,0.8080186325070705
2022-06-28T04:55:00Z,0.4784561636998834
2022-06-28T04:56:00Z,0.7078689070038263
2022-06-28T04:57:00Z,0.5904175677923806
2022-06-28T04:58:00Z,0.6351688570953252
2022-06-28T04:59:00Z,0.676925636333389
2022-06-28T05:00:00Z,0.6780901680252872
2022-06-28T05:01:00Z,0.6088837131924806
2022-06-28T05:02:00Z,0.7010480785227086
2022-06-28T05:03:00Z,0.6383297288304776
2022-06-28T05:04:00Z,0.6499750457494594
2022-06-28T05:05:00Z,0.6792546997171852
2022-06-28T05:06:00Z,0.7064844395444511
2022-06-28T05:07:00Z,0.7065380136416569
2022-06-28T05:08:00Z,0.6413242388953587
2022-06-28T05:09:00Z,0.7231741806687738
2022-06-28T05:10:00Z,0.6910663783064385
2022-06-28T05:11:00Z,0.5604724671435699
2022-06-28T05:12:00Z,0.6864082515388458
2022-06-28T05:13:00Z,0.6682748294792881
2022-06-28T05:14:00Z,0.6561304275494927
2022-06-28T05:15:00Z,0.6153718183330559
2022-06-28T05:16:00Z,0.5539843620029941
2022-06-28T05:17:00Z,0.688737314922642
2022-06-28T05:18:00Z,0.800199634004325
2022-06-28T05:19:00Z,0.7977042089502581
2022-06-28T05:20:00Z,0.8150058226584594
2022-06-28T05:21:00Z,0.7877225087339877
2022-06-28T05:22:00Z,0.7103643320578942
2022-06-28T05:23:00Z,0.7652636832473801
2022-06-28T05:24:00Z,0.7660954915987354
2022-06-28T05:25:00Z,0.7186824155714521
2022-06-28T05:26:00Z,0.6924423866978339
2022-06-28T05:27:00Z,0.7336549658958574
2022-06-28T05:28:00Z,0.7695890866744307
2022-06-28T05:29:00Z,0.7898852104475133
2022-06-28T05:30:00Z,0.7318249875228747
2022-06-28T05:31:00Z,0.8098486108800534
2022-06-28T05:32:00Z,0.777075361836633
2022-06-28T05:33:00Z,0.8061886541340874
2022-06-28T05:34:00Z,0.6930627183496926
2022-06-28T05:35:00Z,0.7792380635501582
2022-06-28T05:36:00Z,0.762269173182499
2022-06-28T05:37:00Z,0.7185160539011813
2022-06-28T05:38:00Z,0.8108467809016798
2022-06-28T05:39:00Z,0.8557644318748961
2022-06-28T05:40:00Z,0.8442854766261852
2022-06-28T05:41:00Z,0.8506269579217766
2022-06-28T05:42:00Z,0.7572783230743635
2022-06-28T05:43:00Z,0.7821889377670986
2022-06-28T05:44:00Z,0.8457827316586256
2022-06-28T05:45:00Z,0.7822325736150392
2022-06-28T05:46:00Z,0.746749603128727
2022-06-28T05:47:00Z,0.782066211944768
2022-06-28T05:48:00Z,0.7853934453501915
2022-06-28T05:49:00Z,0.8068541008151721
2022-06-28T05:50:00Z,0.8284811179504242
2022-06-28T05:51:00Z,0.6709366162036269
2022-06-28T05:52:00Z,0.774247213442023
2022-06-28T05:53:00Z,0.8113458659124936
2022-06-28T05:54:00Z,0.8015305273664947
2022-06-28T05:55:00Z,0.8372982864747963
2022-06-28T05:56:00Z,0.7389785393445351
2022-06-28T05:57:00Z,0.6784228913658296
2022-06-28T05:58:00Z,0.8091831641989683
2022-06-28T05:59:00Z,0.7496256862418901
2022-06-28T06:00:00Z,0.6980535684578274
2022-06-28T06:01:00Z,0.7050407586092166
2022-06-28T06:02:00Z,0.7341540509066712
2022-06-28T06:03:00Z,0.7336549658958574
2022-06-28T06:04:00Z,0.6874064215604726
2022-06-28T06:05:00Z,0.7035435035767758
2022-06-28T06:06:00Z,0.7039467191504841
2022-06-28T06:07:00Z,0.780402595242056
2022-06-28T06:08:00Z,0.7937115288637498
2022-06-28T06:09:00Z,0.7853934453501915
2022-06-28T06:10:00Z,0.80086508068541
2022-06-28T06:11:00Z,0.7772417235069046
2022-06-28T06:12:00Z,0.8206621194476796
2022-06-28T06:13:00Z,0.8180003327233404
2022-06-28T06:14:00Z,0.8076859091665286
2022-06-28T06:15:00Z,0.8095158875395109
2022-06-28T06:16:00Z,0.7935451671934789
2022-06-28T06:17:00Z,0.7619364498419566
2022-06-28T06:18:00Z,0.7303277324904348
2022-06-28T06:19:00Z,0.723174180668774
2022-06-28T06:20:00Z,0.7373149226418237
2022-06-28T06:21:00Z,0.7306604558309772
2022-06-28T06:22:00Z,0.7308268175012477
2022-06-28T06:23:00Z,0.7324904342039597
2022-06-28T06:24:00Z,0.7156879055065711
2022-06-28T06:25:00Z,0.7291632007985361
2022-06-28T06:26:00Z,0.7193478622525374
2022-06-28T06:27:00Z,0.7205264923910683
2022-06-28T06:28:00Z,0.7188487772417232
2022-06-28T06:29:00Z,0.7359840292796541
2022-06-28T06:30:00Z,0.7647645982365664
2022-06-28T06:31:00Z,0.7241723506904011
2022-06-28T06:32:00Z,0.7298286474796208
2022-06-28T06:33:00Z,0.7502911329229746
2022-06-28T06:34:00Z,0.7576110464149061
2022-06-28T06:35:00Z,0.7083679920146401
2022-06-28T06:36:00Z,0.7068707369821995
2022-06-28T06:37:00Z,0.7062052903011146
2022-06-28T06:38:00Z,0.6852437198469469
2022-06-28T06:39:00Z,0.6950590583929465
2022-06-28T06:40:00Z,0.6935618033605057
2022-06-28T06:41:00Z,0.6188654134087507
2022-06-28T06:42:00Z,0.5791186104164221
2022-06-28T06:43:00Z,0.585012223353231
2022-06-28T06:44:00Z,0.8138412909665614
2022-06-28T06:45:00Z,0.6273498585925802
2022-06-28T06:46:00Z,0.7586092164365329
2022-06-28T06:47:00Z,0.745965729495924
2022-06-28T06:48:00Z,0.8007184568404254
2022-06-28T06:49:00Z,0.7484611545499918
2022-06-28T06:50:00Z,0.755448344701381
2022-06-28T06:51:00Z,0.8076859091665279
2022-06-28T06:52:00Z,0.7003826318416239
2022-06-28T06:53:00Z,0.7682581933122604
2022-06-28T06:54:00Z,0.783230743636666
2022-06-28T06:55:00Z,0.7125270337714188
2022-06-28T06:56:00Z,0.7123606721011478
2022-06-28T06:57:00Z,0.8126767592746634
2022-06-28T06:58:00Z,0.7444684744634839
2022-06-28T06:59:00Z,0.8299783729828653
2022-06-28T07:00:00Z,0.6744302112793211
2022-06-28T07:01:00Z,0.7233405423390448
2022-06-28T07:02:00Z,0.7136915654633175
2022-06-28T07:03:00Z,0.6933954416902347
2022-06-28T07:04:00Z,0.6157045416735986
2022-06-28T07:05:00Z,0.7677591083014473
2022-06-28T07:06:00Z,0.6245217101979704
2022-06-28T07:07:00Z,0.6313679158830281
2022-06-28T07:08:00Z,0.7512893029446016
2022-06-28T07:09:00Z,0.7108634170687077
2022-06-28T07:10:00Z,0.6691066378306437
2022-06-28T07:11:00Z,0.754450174679754
2022-06-28T07:12:00Z,0.7737481284312094
2022-06-28T07:13:00Z,0.7606055564797872
2022-06-28T07:14:00Z,0.7398103476958909
2022-06-28T07:15:00Z,0.6962235900848445
2022-06-28T07:16:00Z,0.6762601896523042
2022-06-28T07:17:00Z,0.6757611046414906
2022-06-28T07:18:00Z,0.672932956246881
2022-06-28T07:19:00Z,0.70121444019298
2022-06-28T07:20:00Z,0.7647645982365668
2022-06-28T07:21:00Z,0.7614373648311429
2022-06-28T07:22:00Z,0.7529529196473134
2022-06-28T07:23:00Z,0.8120113125935787
2022-06-28T07:24:00Z,0.7852270836799206
2022-06-28T07:25:00Z,0.7670936616203626
2022-06-28T07:26:00Z,0.7216441987503784
2022-06-28T07:27:00Z,0.6839833187179439
2022-06-28T07:28:00Z,0.7030444185659627
2022-06-28T07:29:00Z,0.6966719206877786
2022-06-28T07:30:00Z,0.7779071701879888
2022-06-28T07:31:00Z,0.765762768258193
2022-06-28T07:32:00Z,0.7003826318416236
2022-06-28T07:33:00Z,0.697221760106472
2022-06-28T07:34:00Z,0.7023789718848777
2022-06-28T07:35:00Z,0.6787556147063718
2022-06-28T07:36:00Z,0.7321577108634169
2022-06-28T07:37:00Z,0.7917151888204962
2022-06-28T07:38:00Z,0.8209948427882213
2022-06-28T07:39:00Z,0.7729163200798538
2022-06-28T07:40:00Z,0.7686072800957809
2022-06-28T07:41:00Z,0.764682827246094
2022-06-28T07:42:00Z,0.7709199800366003
2022-06-28T07:43:00Z,0.740808517717518
2022-06-28T07:44:00Z,0.7531192813175845
2022-06-28T07:45:00Z,0.7384794543337218
2022-06-28T07:46:00Z,0.7376476459823654
2022-06-28T07:47:00Z,0.7777408085177174
2022-06-28T07:48:00Z,0.7865579770420897
2022-06-28T07:49:00Z,0.732324072533688
2022-06-28T07:50:00Z,0.7794044252204292
2022-06-28T07:51:00Z,0.7575772101429866
2022-06-28T07:52:00Z,0.740808517717518
2022-06-28T07:53:00Z,0.8116785892530364
2022-06-28T07:54:00Z,0.807353185825986
2022-06-28T07:55:00Z,0.795707868907004
2022-06-28T07:56:00Z,0.7952087838961904
2022-06-28T07:57:00Z,0.8088504408584266
2022-06-28T07:58:00Z,0.7734154050906673
2022-06-28T07:59:00Z,0.7705872566960573
2022-06-28T08:00:00Z,0.7908833804691399
2022-06-28T08:01:00Z,0.7757444684744631
2022-06-28T08:02:00Z,0.7777408085177177
2022-06-28T08:03:00Z,0.7787389785393447
2022-06-28T08:04:00Z,0.7487938778905338
2022-06-28T08:05:00Z,0.7672600232906338
2022-06-28T08:06:00Z,0.7203460322741638
2022-06-28T08:07:00Z,0.7068707369821995
2022-06-28T08:08:00Z,0.7393112626850779
2022-06-28T08:09:00Z,0.7853229531170255
2022-06-28T08:10:00Z,0.8038595907502909
2022-06-28T08:11:00Z,0.759441024787889
2022-06-28T08:12:00Z,0.7890534020961574
2022-06-28T08:13:00Z,0.8016968890367663
2022-06-28T08:14:00Z,0.8186657794044253
2022-06-28T08:15:00Z,0.8301447346531362
2022-06-28T08:16:00Z,0.8286474796206952
2022-06-28T08:17:00Z,0.8331392447180169
2022-06-28T08:18:00Z,0.8349692230909999
2022-06-28T08:19:00Z,0.8229911828314757
2022-06-28T08:20:00Z,0.8138412909665619
2022-06-28T08:21:00Z,0.8238229911828315
2022-06-28T08:22:00Z,0.8023623357178508
