,S_SUM,H_TDH_I_L1_N,C_phi_L1,P_L2,P_L1,P_L3,C_phi_L2,Q_SUM,P_SUM,Q_L2,Q_L3,Q_L1,I_L1,I_L2,I_L3,H_TDH_I_L2_N,S_L3,S_L2,S_L1
2022-06-28T14:52:00Z,0.8074703992027221,0.4009764767064359,0.9829937699949474,0.7943309705129027,0.8103340384733208,0.7449513670977688,0.9944742129939721,0.7078665909073603,0.7978988402476477,0.4741235013478218,0.7239696604092328,0.754617596690733,0.8201032592396001,0.7991930047740088,0.7689566905214149,0.42967149031431356,0.7646157358305763,0.8009241127618196,0.8240579048935723
2022-06-28T14:53:00Z,0.9672427370118712,0.3474385578708026,0.989728910591007,0.9844424996791761,0.966316183388362,0.9445372957275171,0.9933020763563294,0.7986583779837121,0.9828127917980521,0.6487191756071066,0.739098655039097,0.8245603605194093,0.956725772392459,0.9690485488264587,0.935478661831763,0.3503312738558979,0.9303966995755251,0.9707448098020753,0.9619142709829022
2022-06-28T14:54:00Z,0.9624428456360857,0.34424254052243697,0.9898972891059085,0.9763221167072496,0.9631521743788468,0.9446117575441823,0.9933020763563295,0.7881709747889015,0.9789893473075706,0.6458653770421632,0.7397392239881406,0.7979342082603845,0.9499290102315778,0.9598118278505239,0.9328213835753983,0.35000196221959445,0.929373695982852,0.9628376754049951,0.9566605107242281
2022-06-28T14:55:00Z,0.9574809698235384,0.3509358322520056,0.9897289105910069,0.973517165758719,0.9552788744777464,0.935407113491478,0.9934695244474215,0.7953424061729971,0.9722474398560872,0.6509613140265238,0.7356687351850028,0.8169102538943127,0.9433125030202297,0.9557150676337729,0.9233858073840996,0.35359197093867467,0.9217297990768611,0.9607152040859577,0.9517293433969091
2022-06-28T14:56:00Z,0.935036512228985,0.3453735166457133,0.9890553965314011,0.947288680180393,0.9371351372535709,0.9123583025552118,0.9922973878097788,0.7916432828998008,0.949399014241928,0.6381265348412806,0.7461900022098245,0.8080541283862029,0.924397238954399,0.9312992638980531,0.9039862371532906,0.3523225001748934,0.9009351186448467,0.9349377982580634,0.9318127698029705
2022-06-28T14:57:00Z,0.8607889142105627,0.37145328748840845,0.985351069203569,0.860571606896369,0.8572918779200747,0.83168796287292,0.9902880107166777,0.7580582594589066,0.8654955430086665,0.6105318250829357,0.7235809415491518,0.7650575970309531,0.8523558554861557,0.8544065915699576,0.8349745464080374,0.3856358700566997,0.8313359406258084,0.8573181436042787,0.859234690832199
2022-06-28T14:58:00Z,0.5069076516057182,0.5641618574936423,0.964808890385587,0.4615144420408396,0.4641404856252322,0.4327456171922598,0.9802411252511711,0.5609850693560055,0.4612512775143965,0.4369253170063627,0.5352473179712486,0.580274506280052,0.5092378744029538,0.5024535411390927,0.4848533540543477,0.5873725197117754,0.483062715371295,0.503872503655221,0.5132923480371325
2022-06-28T14:59:00Z,0.682645933976424,0.47732914602887677,0.9774372790031974,0.6450905867555551,0.6614953485257037,0.6229587192125009,0.9862692565304754,0.6625677685764305,0.6551523283760929,0.5036729513168547,0.669021454410875,0.6593519031566456,0.6855763057553489,0.6700579265418891,0.6600706369153828,0.5071382136294067,0.6572639990676695,0.6722668525636188,0.6908393063516218
2022-06-28T15:00:00Z,0.6476890511661311,0.4761560949010145,0.9777740360330016,0.6048734015561241,0.6256473692385076,0.5790181231098346,0.9874413931681176,0.6439164508549703,0.6144752206591624,0.46881294676853974,0.6603155610581554,0.6497418726192392,0.6531166080774163,0.6339118594554606,0.6239983244117853,0.5156167085557893,0.621870136630958,0.636453705960223,0.6585107481033343
2022-06-28T15:01:00Z,0.7967237674517913,0.3985008690128659,0.9868122522481371,0.7703390379054601,0.7920781104940748,0.747265399888811,0.990554792421129,0.7254924513175701,0.7842157404678874,0.5377107163805139,0.7466674410654691,0.720449942404143,0.8002219898531742,0.7818836598664388,0.7725530726686931,0.4321219656703246,0.7686350835627545,0.7838209505361503,0.8055629136691894
2022-06-28T15:02:00Z,0.7431826941054536,0.4213929519318318,0.9863613402929776,0.695119810662484,0.7466568442397903,0.6839565427020288,0.991962491627595,0.6878401443842728,0.7219088382047072,0.4693205331612352,0.7735429662402209,0.6539758365219059,0.7579935399694261,0.7143143431757498,0.7251731547744671,0.476629964628859,0.7203789034914502,0.7165141803638927,0.7624214301184676
2022-06-28T15:03:00Z,0.7488107578930056,0.41162986786765554,0.9877083684121893,0.7050914248874248,0.7520469586574352,0.6961404007280746,0.9909578030810444,0.6856462866725292,0.7312126376316915,0.48182734194388577,0.760280541132921,0.649838459310216,0.7603606326258396,0.7215993206918867,0.730815474249023,0.4603196541033425,0.7266157894018351,0.7239837015733233,0.7654367250137186
2022-06-28T15:04:00Z,0.7565987219930427,0.40455621809662784,0.9872032328674845,0.7180591147338028,0.7628941069260851,0.6986096257642342,0.9919624916275955,0.6876431124332907,0.7401863626959071,0.46333185010482225,0.7600070490304656,0.6727853711075875,0.7714298206118088,0.7326222354591548,0.7344368552662714,0.452916114259194,0.7291199539235144,0.7343126024724829,0.7755829644464478
2022-06-28T15:05:00Z,0.7965442067931205,0.38864008536176947,0.9897289105910074,0.7502678933604242,0.8134931178344914,0.7434305066939607,0.9929671801741459,0.7156924942352535,0.7835487593345181,0.4764616337988498,0.827197733476251,0.6687735051791988,0.8128654477341191,0.7603022984472395,0.7769301241342259,0.4436851507752474,0.7731612688442415,0.7644642358491236,0.8195512677719643
2022-06-28T15:06:00Z,0.7902104998714568,0.391952229722793,0.9897289105910072,0.7458378522523736,0.8036348997328345,0.7384522330211886,0.9922973878097792,0.7139469881976424,0.7769761357919874,0.4851612842546447,0.8145583500302169,0.6687702293112007,0.8050316443316725,0.7561857356385664,0.7704428157556457,0.44159496033757,0.7669378107690431,0.7602694072741326,0.8112670816845458
