,H_TDH_U_L2_N,H_TDH_U_L3_N,H_TDH_U_L1_N
2022-06-28T14:41:00Z,0.5829736878741474,0.5654412767698819,0.569234783256923
2022-06-28T14:42:00Z,0.5974175135737159,0.5756036011458195,0.5762048529576199
2022-06-28T14:43:00Z,0.5809898371154119,0.5557904787887052,0.5591337731559135
2022-06-28T14:44:00Z,0.5423917583182518,0.5213477015414,0.5167542584516748
2022-06-28T14:45:00Z,0.5657107058332174,0.5406151957441004,0.5379626523537965
2022-06-28T14:46:00Z,0.5607336767367397,0.5366934933842588,0.5349808043534982
2022-06-28T14:47:00Z,0.5290964777947942,0.5214500068203521,0.5044541354504452
2022-06-28T14:48:00Z,0.5395029931783375,0.5305892784067657,0.5182824555518281
2022-06-28T14:49:00Z,0.5230405123207573,0.5157209111990183,0.5084796302508477
2022-06-28T14:50:00Z,0.590909090909091,0.5799345246214708,0.5720675388572068
2022-06-28T14:51:00Z,0.550570792148128,0.5494134497340065,0.5328562376532856
2022-06-28T14:52:00Z,0.511833495753863,0.503717091801937,0.5002795482500285
2022-06-28T14:53:00Z,0.5587150215787275,0.5369322057018145,0.5462745536546275
2022-06-28T14:54:00Z,0.5319156341361546,0.5084572363933982,0.5166051660516607
2022-06-28T14:55:00Z,0.5103021021857161,0.4912358477697455,0.4977449774497741
2022-06-28T14:56:00Z,0.6668522901294724,0.6352134770154146,0.6495955868649593
2022-06-28T14:57:00Z,0.8319991646944171,0.7877506479334336,0.8198963807819898
2022-06-28T14:58:00Z,0.46989419462620075,0.44489155640431066,0.47936933914793667
2022-06-28T14:59:00Z,0.5064040094667965,0.4854726503887602,0.5079578068507956
2022-06-28T15:00:00Z,0.5038632883196437,0.4856772609466652,0.5021432032502141
2022-06-28T15:01:00Z,0.6215051073981175,0.5974599391023495,0.606482613362343
2022-06-28T15:02:00Z,0.5486217457886671,0.5261901514118129,0.5293152931529316
2022-06-28T15:03:00Z,0.5649450090491437,0.534851998363116,0.5432554325543254
2022-06-28T15:04:00Z,0.5834261450647367,0.5566771245396259,0.5650601960565057
2022-06-28T15:05:00Z,0.5821383822915216,0.559609875869595,0.561258339856126
2022-06-28T15:06:00Z,0.603334261450647,0.5785704542354385,0.5805285325580524
2022-06-28T15:07:00Z,0.6188570235277735,0.5951098076660762,0.5999105445599909
2022-06-28T15:08:00Z,0.6983502714743135,0.659323421088528,0.6737858287673782
2022-06-28T15:09:00Z,0.6059793957956283,0.6022029736734419,0.5810130828581009
2022-06-28T15:10:00Z,0.6088333565362667,0.5957918428590921,0.5808639904580867
2022-06-28T15:11:00Z,0.6535570096060141,0.6531169008320833,0.6279026426627904
2022-06-28T15:12:00Z,0.6211541138799943,0.6238575910516985,0.5922695590592267
2022-06-28T15:13:00Z,0.6686273144925519,0.6611649161096712,0.638674568563867
2022-06-28T15:14:00Z,0.6343797856049007,0.6282567180466522,0.6125833985612587
2022-06-28T15:15:00Z,0.6449603229848253,0.6361342245259857,0.6203734764620371
2022-06-28T15:16:00Z,0.5828344702770427,0.5767289592142956,0.562637444556264
2022-06-28T15:17:00Z,0.6222330502575528,0.6148206247442373,0.6027433001602746
2022-06-28T15:18:00Z,0.6288458861200055,0.6187764288637297,0.611017928361102
2022-06-28T15:19:00Z,0.6006891271056662,0.5878461328604555,0.5756084833575609
2022-06-28T15:20:00Z,0.606745092579702,0.5965079798117584,0.5876104215587609
2022-06-28T15:21:00Z,0.5331963180484998,0.5175577822527507,0.5053903851827425
2022-06-28T15:22:00Z,0.5248503410831129,0.5035124812440325,0.5149278765514925
2022-06-28T15:23:00Z,0.5636572462759288,0.5386031919247031,0.5430690670543069
2022-06-28T15:24:00Z,0.5430182375052204,0.5205633610694319,0.53170077155317
2022-06-28T15:25:00Z,0.5380760128080189,0.5159596235165739,0.526370718252637
2022-06-28T15:26:00Z,0.5088055130168452,0.4855067521484112,0.49841589324984115
2022-06-28T15:27:00Z,0.49335235973827074,0.4722411676442503,0.48827761004882764
2022-06-28T15:28:00Z,0.49906028121954593,0.47786795798663195,0.492340377949234
2022-06-28T15:29:00Z,0.5178546568286231,0.49529395716819036,0.5114987513511501
2022-06-28T15:30:00Z,0.5835305582625645,0.5608034374573728,0.5782176003578218
2022-06-28T15:31:00Z,0.6203536126966445,0.5956554358204887,0.6097506429609748
2022-06-28T15:32:00Z,0.5861060838089931,0.5675896876278822,0.5797830705579777
2022-06-28T15:33:00Z,0.5003828483920367,0.4872118401309512,0.49949681314994987
2022-06-28T15:34:00Z,0.4118056522344422,0.40952803164643325,0.4194341943419436
2022-06-28T15:35:00Z,0.4759153557009608,0.47476469785841025,0.48004025494800395
2022-06-28T15:36:00Z,0.6210148962828901,0.6039421634156322,0.6193298296619326
2022-06-28T15:37:00Z,0.45336210497006824,0.44277724730596113,0.47225017704722483
2022-06-28T15:38:00Z,0.5418000835305583,0.5471286318374028,0.5509709642550972
2022-06-28T15:39:00Z,0.5568007796185437,0.5549379347974356,0.5674829475567486
2022-06-28T15:40:00Z,0.45270082138382284,0.45467876142409,0.46282008274628195
2022-06-28T15:41:00Z,0.5264360059179274,0.5282044672149154,0.5371925522028719
2022-06-28T15:42:00Z,0.5061255742725874,0.5048765516300645,0.5086659957508667
2022-06-28T15:43:00Z,0.581303076708896,0.5690219615332156,0.5800067091580011
2022-06-28T15:44:00Z,0.3969093693442851,0.396501159459828,0.4196951060419697
2022-06-28T15:45:00Z,0.4576430460810246,0.46108989223843977,0.4668083044466812
2022-06-28T15:46:00Z,0.5288180426005844,0.53120311008048,0.5292034738529209
2022-06-28T15:47:00Z,0.4983293888347482,0.5052516709862226,0.5072496179507248
2022-06-28T15:48:00Z,0.5453849366559931,0.5410244168599102,0.5445599910544557
2022-06-28T15:49:00Z,0.5564179312265072,0.5507775201200383,0.5669238510566929
2022-06-28T15:50:00Z,0.4674578866768757,0.46279498022097953,0.48816579074881694
2022-06-28T15:51:00Z,0.6207364610886814,0.6154003546583008,0.618248909761825
2022-06-28T15:52:00Z,0.6156202143950997,0.6050334197244579,0.6100861008610087
2022-06-28T15:53:00Z,0.5813726855074484,0.5766266539353434,0.5762048529576206
2022-06-28T15:54:00Z,0.5951204232214955,0.5939844495976,0.5926795631592677
2022-06-28T15:55:00Z,0.7687247668105248,0.7662324375937807,0.7668940325766896
2022-06-28T15:56:00Z,0.6208060698872335,0.634701950620652,0.6179507249617947
2022-06-28T15:57:00Z,0.6399136850897951,0.6558109398444963,0.638190018263819
2022-06-28T15:58:00Z,0.6271404705554784,0.6335424907925257,0.626262626262626
2022-06-28T15:59:00Z,0.6517471808436586,0.6541740553812575,0.6470237429647027
2022-06-28T16:00:00Z,0.6620492830293752,0.666314281816942,0.6564911103656489
2022-06-28T16:01:00Z,0.6597663503988935,0.656276804561082,0.64677546621383
2022-06-28T16:02:00Z,0.574620632047891,0.5679307052243899,0.5628610831562862
